longitude,latitude,time,u10,v10,d2m,t2m,crr,mx2t,msdrswrf,mn2t,skt,sp,tcrw
18.399999618530273,45.29999923706055,2017-07-18 15:00:00,-1.4531598,0.2261728,282.31635,303.9684,2.910383e-11,302.76794,381.4109,302.57968,305.081,100632.5,0.0
18.399999618530273,45.29999923706055,2017-07-18 16:00:00,-1.3446852,0.27231538,282.02872,303.71555,2.910383e-11,302.71735,189.71432,302.4125,303.11548,100617.76,0.0
18.399999618530273,45.29999923706055,2017-07-18 17:00:00,-1.1989568,0.21356618,283.91473,302.15073,2.910383e-11,302.3377,132.30957,301.37378,300.55377,100572.17,0.0
18.399999618530273,45.29999923706055,2017-07-18 18:00:00,-1.8730876,-0.03195715,284.10318,300.79407,2.910383e-11,301.1702,45.454865,299.0739,296.99762,100589.5,0.0
18.399999618530273,45.29999923706055,2017-07-18 19:00:00,-2.0307317,-0.1001308,283.76678,298.42267,2.910383e-11,298.73972,0.9061279,296.38824,294.6644,100612.07,0.0
18.399999618530273,45.29999923706055,2017-07-18 20:00:00,-2.091954,0.012349606,284.89902,294.11514,2.910383e-11,296.03305,-3.0517578e-05,295.0736,293.62,100624.37,0.0
18.399999618530273,45.29999923706055,2017-07-18 21:00:00,-2.059357,0.09924972,284.36328,293.47424,2.910383e-11,294.9573,-3.0517578e-05,294.5028,292.9217,100639.67,0.0
18.399999618530273,45.29999923706055,2017-07-18 22:00:00,-2.099761,0.7724191,283.2789,290.61343,2.910383e-11,294.45132,-3.0517578e-05,293.96298,292.4776,100650.45,0.0
18.399999618530273,45.29999923706055,2017-07-18 23:00:00,-1.9979975,1.061637,283.5063,290.1037,2.910383e-11,293.8324,-3.0517578e-05,293.13382,291.7547,100641.195,0.0
18.399999618530273,45.29999923706055,2017-07-19 00:00:00,-1.9901907,1.3367797,283.83942,289.78287,2.910383e-11,292.95306,-3.0517578e-05,292.26404,291.12527,100633.74,0.0
18.399999618530273,45.29999923706055,2017-07-19 01:00:00,-2.004024,1.2725226,283.956,289.53656,2.910383e-11,292.09457,-3.0517578e-05,291.50092,290.61118,100586.18,0.0
18.399999618530273,45.29999923706055,2017-07-19 02:00:00,-1.7843356,1.2485334,283.84714,288.47748,2.910383e-11,291.52597,-3.0517578e-05,291.26065,290.2658,100574.26,0.0
18.399999618530273,45.29999923706055,2017-07-19 03:00:00,-1.7577648,1.2788872,284.1582,289.62192,2.910383e-11,291.22067,-3.0517578e-05,290.99588,289.89056,100553.33,0.0
18.399999618530273,45.29999923706055,2017-07-19 04:00:00,-1.5204084,1.0031325,285.131,289.37198,2.910383e-11,290.9774,4.6213684,290.64456,290.399,100559.195,0.0
18.399999618530273,45.29999923706055,2017-07-19 05:00:00,-0.8696984,0.26423728,285.27203,293.13925,2.910383e-11,293.15002,68.10867,290.97424,294.11478,100603.26,0.0
