,Time,Wind speed.mean,Rainfall.mean,Wind direction.mean,Global radiation.mean,Air temperature.mean,Ground moisture.mean,Air moisture.mean
216,18/04/2019 14:00,1.141666667,0.0,295.4791667,227.3736111,13.475,1.0,63.27916667
217,19/04/2019 02:00,0.505555556,0.0,125.2541667,208.4777778,8.502777778,1.0,81.43888889
218,19/04/2019 14:00,1.441666667,0.0,215.6097222,280.5888889,17.24027778,1.0,52.29722222
219,20/04/2019 02:00,0.616666667,0.0,88.70277778,221.6611111,9.195833333,2.391666667,75.60694444
220,20/04/2019 14:00,1.05,0.0,255.8180556,318.5972222,15.13194444,9.036111111,47.62222222
221,21/04/2019 02:00,0.361111111,0.0,129.3305556,221.3916667,7.113888889,10.0,75.94444444
222,21/04/2019 14:00,0.569444444,0.0,226.6597222,321.3194444,16.8028169,11.63055556,45.97083333
223,22/04/2019 02:00,0.397222222,0.0,164.7819444,220.2361111,8.572222222,12.30138889,75.40277778
224,22/04/2019 14:00,0.808333333,0.0,256.9847222,301.6069444,18.96388889,14.44722222,48.49722222
225,23/04/2019 02:00,0.536111111,0.029166667,263.7208333,103.9013889,10.75833333,15.06944444,87.07323944
226,23/04/2019 14:00,0.786111111,0.0,300.8347222,189.3222222,15.81111111,16.43194444,78.63055556
227,24/04/2019 02:00,0.241666667,0.0,314.85,189.8888889,13.51944444,17.0,86.15
228,24/04/2019 14:00,0.911111111,0.0,108.5513889,229.0041667,20.90694444,18.67638889,64.98055556
229,25/04/2019 02:00,0.355555556,0.0,96.50138889,186.075,12.94166667,20.0,88.85833333
230,25/04/2019 14:00,1.025,0.0,98.39027778,307.2277778,21.97361111,21.06388889,59.41111111
231,26/04/2019 02:00,0.1,0.0,9.811111111,130.6888889,12.98611111,22.0,87.28611111
232,26/04/2019 14:00,0.913888889,0.0,145.9708333,245.6013889,22.70277778,23.33194444,58.78472222
233,27/04/2019 02:00,0.652777778,0.0375,72.87183099,140.0763889,14.51111111,25.0,88.05972222
234,27/04/2019 14:00,0.930555556,0.077777778,121.7944444,85.19861111,11.37638889,25.36111111,87.52083333
235,28/04/2019 02:00,0.408333333,0.015277778,88.31805556,230.9083333,10.51388889,25.19861111,88.825
236,28/04/2019 14:00,0.865277778,0.0,198.1222222,225.4930556,14.8,26.0375,68.23888889
237,29/04/2019 02:00,0.702777778,0.0,142.2666667,118.9056338,10.19583333,27.0,84.74305556
238,29/04/2019 14:00,0.527777778,0.073611111,61.11666667,65.05833333,9.829166667,27.0,89.74166667
239,30/04/2019 02:00,0.530555556,0.070833333,28.00694444,34.78333333,8.763888889,27.0,94.41111111
240,30/04/2019 14:00,1.308333333,0.002777778,53.94722222,138.8013889,11.84861111,26.99861111,82.06388889
