,soil-temp,soil1,soil2,soil3,soil4
4102,24.8,21.01357,22.85848,18.97613,12.1258
4103,24.6,20.3275,22.5938,18.98434,12.13287
4104,24.2,19.5954,22.31353,18.99072,12.13928
4105,24.0,19.16085,22.02908,18.99648,12.14636
4106,23.8,19.00085,21.7505,18.99923,12.15368
4107,23.5,18.63766,21.48666,18.99954,12.15984
4108,23.2,19.6236,21.28793,18.99893,12.1665
4109,23.0,20.8973,21.16943,18.9971,12.17333
4110,22.8,21.96844,21.11733,18.99407,12.17974
4111,22.8,23.03265,21.13247,18.99285,12.1864
4112,22.8,23.94723,21.21356,18.9901,12.19323
4113,22.9,25.32858,21.556,18.99163,12.20056
4114,23.1,26.22875,21.8245,18.99346,12.20696
4115,23.4,27.07308,22.14086,18.9977,12.21404
4116,24.0,27.3816,22.4627,19.00408,12.22045
4117,24.4,27.5911,22.77447,19.01107,12.22686
4118,24.9,27.44836,23.05428,19.02203,12.23303
4119,25.3,27.05007,23.28243,19.03417,12.24035
4120,25.6,26.25866,23.4354,19.04785,12.24746
4121,25.7,25.29922,23.4942,19.0606,12.25317
4122,25.7,24.49917,23.45767,19.07488,12.26095
4123,25.5,23.22604,23.33874,19.08795,12.2669
4124,25.3,22.5371,23.1648,19.1004,12.27398
4125,25.1,21.07748,22.94717,19.1104,12.2806
4126,24.8,20.73904,22.69464,19.11892,12.287
4127,24.6,20.63427,22.42993,19.1259,12.2941
4128,24.3,20.42825,22.15765,19.13046,12.3005
4129,24.1,19.6593,21.88455,19.1326,12.3076
4130,23.9,19.5338,21.61062,19.13198,12.314
4131,23.6,19.16256,21.35095,19.13107,12.32064
4132,23.4,19.7105,21.15682,19.12835,12.3275
4133,23.2,20.50134,21.05935,19.12438,12.33367
4134,23.1,21.68527,21.06735,19.12106,12.341
4135,23.1,22.7587,21.16607,19.1177,12.34716
4136,23.1,23.858,21.32995,19.11587,12.35424
4137,23.3,24.17285,21.2749,19.1098,12.3602
4138,23.5,25.09835,21.4959,19.10888,12.36706
4139,23.9,25.5657,21.74,19.1101,12.37368
4140,24.1,26.30126,22.01144,19.11285,12.37988
4141,24.2,26.3778,22.27908,19.11526,12.3872
4142,24.1,25.88226,22.50176,19.12225,12.39337
4143,23.5,25.05517,22.648,19.13015,12.4007
4144,23.1,23.97195,22.706,19.13745,12.40685
4145,22.8,22.93884,22.68582,19.14504,12.41418
4146,22.7,21.89938,22.60848,19.15325,12.4199
4147,22.6,21.02395,22.4896,19.15902,12.42767
4148,22.4,20.70623,22.34548,19.1648,12.4334
4149,22.2,20.15887,22.14044,19.16754,12.4414
4150,22.1,20.04492,21.97827,19.17147,12.44802
4151,22.0,19.89758,21.81692,19.17208,12.45397
4152,21.9,19.72894,21.66354,19.173,12.46105
4153,21.8,19.73928,21.5169,19.1736,12.4677
4154,21.7,19.66387,21.377,19.17147,12.47433
4155,21.6,19.56375,21.24212,19.16934,12.4805
4156,21.4,19.45382,21.12194,19.16754,12.48623
4157,21.4,19.39913,21.01565,19.16357,12.494
4158,21.3,19.20574,20.9291,19.1575,12.49993
4159,21.2,19.3312,20.86523,19.15386,12.50567
4160,21.2,20.04147,20.8379,19.1493,12.51275
4161,21.2,19.96145,20.52072,19.13928,12.51937
4162,21.2,20.1583,20.45767,19.13198,12.52557
4163,21.2,20.88006,20.44003,19.12408,12.5331
4164,21.3,21.44296,20.47323,19.11678,12.53906
4165,21.5,21.7175,20.52868,19.1104,12.54522
4166,21.7,21.9316,20.60137,19.1028,12.55117
4167,21.8,21.68066,20.65978,19.09673,12.55804
4168,21.8,21.2553,20.68078,19.09158,12.56445
4169,21.9,20.93704,20.66985,19.08672,12.5706
4170,21.9,20.72866,20.62744,19.08096,12.57748
4171,21.9,20.28378,20.5539,19.07488,12.58364
4172,21.8,19.8377,20.46188,19.0691,12.5896
4173,21.7,19.79455,20.36312,19.0621,12.5958
4174,21.6,19.54473,20.256,19.05453,12.60262
4175,21.4,19.52056,20.148,19.0451,12.60903
4176,21.4,19.50677,20.0396,19.0372,12.61498
4177,21.3,19.45727,19.93792,19.02688,12.62094
4178,21.2,19.3266,19.8438,19.01684,12.62847
4179,21.1,19.25237,19.75643,19.0059,12.63442
4180,21.1,19.56603,19.68206,18.99377,12.6406
4181,20.9,20.255,19.62658,18.98312,12.64654
4182,20.9,21.2864,19.5997,18.97006,12.6525
4183,21.0,22.13018,19.60262,18.95944,12.65865
4184,21.1,22.18542,19.65685,18.9479,12.66577
4185,21.3,24.11413,20.24758,18.94424,12.67056
4186,21.6,24.7766,20.54928,18.93725,12.67675
4187,21.9,25.35906,20.87112,18.93484,12.68267
4188,22.4,25.6992,21.19464,18.93362,12.68887
4189,22.8,25.96514,21.5102,18.93603,12.69595
4190,23.2,25.9208,21.79885,18.93878,12.7021
4191,23.4,25.57546,22.0396,18.94485,12.70806
4192,23.8,25.11273,22.21942,18.95153,12.71426
4193,23.9,24.70236,22.33328,18.95974,12.71972
4194,23.9,24.30868,22.36816,18.96856,12.72567
4195,23.8,22.8755,22.33245,18.97582,12.73208
4196,23.7,22.00353,22.24883,18.9828,12.73824
4197,23.6,21.3031,22.15093,18.99072,12.7442
4198,23.3,21.01876,22.0022,18.9971,12.7504
4199,23.2,20.78912,21.84295,19.00198,12.7568
4200,23.0,20.44262,21.67196,19.0059,12.76272
4201,22.8,19.64663,21.49716,19.00805,12.76846
4202,22.6,19.4584,21.32153,19.00924,12.77462
4203,22.4,19.1269,21.1501,19.00955,12.7808
4204,22.2,19.93554,21.02365,19.00775,12.78698
4205,22.2,21.4372,20.97405,19.00622,12.79315
4206,22.1,22.9797,21.01272,19.00408,12.79885
4207,22.2,24.54638,21.14172,19.00378,12.80526
4208,22.3,25.4103,21.3476,19.00408,12.811
4209,22.6,25.6204,21.51397,19.0044,12.81832
4210,22.9,26.47738,21.81228,19.00714,12.82424
4211,23.2,27.17324,22.14633,19.0135,12.8302
4212,23.7,27.45928,22.48077,19.0208,12.8364
4213,24.2,27.3977,22.78582,19.03082,12.8421
4214,24.6,27.47253,23.0669,19.04296,12.8485
4215,24.9,27.23483,23.30724,19.05694,12.8549
4216,25.2,26.8089,23.49294,19.07305,12.86038
4217,25.4,26.4716,23.6106,19.08914,12.86678
4218,25.4,25.81664,23.63748,19.10555,12.8732
4219,25.3,24.1665,23.5774,19.12136,12.87847
4220,25.2,22.94747,23.45806,19.13683,12.88464
4221,25.0,21.706,23.33203,19.15142,12.89172
4222,24.8,21.30596,23.1358,19.1648,12.89813
4223,24.6,21.07803,22.9148,19.17483,12.90362
4224,24.4,20.78912,22.6774,19.18484,12.91003
4225,24.1,20.07656,22.427,19.19274,12.91644
4226,23.9,19.91253,22.1711,19.1985,12.9228
4227,23.7,19.7577,21.9211,19.20336,12.92922
4228,23.4,21.07977,21.74673,19.2049,12.93496
4229,23.3,22.5889,21.68456,19.20733,12.94
4230,23.2,24.4399,21.7392,19.20852,12.94637
4231,23.2,26.08486,21.90222,19.21188,12.95278
4232,23.4,27.1341,22.15515,19.21612,12.95873
4233,23.6,27.90075,22.52825,19.2234,12.9649
4234,23.9,28.82855,22.911,19.23223,12.97155
4235,24.3,29.64584,23.327,19.24407,12.97796
4236,24.9,30.21853,23.75344,19.25805,12.98434
4237,25.4,30.49767,24.16772,19.27566,12.99075
4238,25.8,30.44357,24.5463,19.29662,12.99532
4239,26.2,30.05795,24.86648,19.32003,13.00195
4240,26.5,29.36556,25.1093,19.3437,13.00814
4241,26.6,28.47228,25.25176,19.36773,13.01455
4242,26.6,27.4541,25.2614,19.39416,13.02117
4243,26.5,25.36828,25.15975,19.41937,13.02642
4244,26.2,24.1337,24.98116,19.44335,13.03307
4245,26.0,22.86804,24.8421,19.46584,13.03994
4246,25.8,22.90084,24.61605,19.4859,13.04656
4247,25.4,22.46456,24.3753,19.50472,13.05227
4248,25.2,22.31146,24.12612,19.52142,13.05868
4249,24.9,21.74685,23.87362,19.536,13.0653
4250,24.7,21.5736,23.6215,19.54998,13.0715
4251,24.4,21.26336,23.3774,19.5612,13.07766
4252,24.2,22.15838,23.19546,19.57125,13.08383
4253,24.0,23.3233,23.11395,19.57946,13.09023
4254,23.9,24.81344,23.1438,19.58764,13.0969
4255,23.9,26.69436,23.28622,19.59677,13.1035
4256,24.1,28.19946,23.52783,19.6068,13.10967
4257,24.3,29.37475,23.8026,19.61895,13.11587
4258,24.6,30.5984,24.18917,19.6338,13.12228
4259,25.1,31.0525,24.60092,19.65145,13.12798
4260,25.7,31.00588,24.98327,19.66998,13.1346
4261,26.2,30.64675,25.3072,19.69308,13.14126
4262,26.6,30.1201,25.5652,19.71676,13.14788
4263,26.7,29.52038,25.75637,19.74197,13.1543
4264,26.6,28.8153,25.8736,19.7681,13.16024
4265,26.4,27.857,25.89755,19.79482,13.16662
4266,26.2,27.53237,25.82696,19.82156,13.17327
4267,26.1,26.62875,25.68664,19.8462,13.1799
4268,25.8,25.98586,25.50387,19.86956,13.18652
4269,25.6,25.16165,25.43746,19.89266,13.19293
4270,25.4,24.6586,25.2299,19.9136,13.19933
4271,25.2,24.16305,24.99166,19.93334,13.20596
4272,24.9,23.57885,24.71646,19.95068,13.2126
4273,24.6,21.9834,24.40847,19.96588,13.21832
4274,24.3,21.53793,24.0736,19.97802,13.22494
4275,24.1,20.70623,23.7299,19.98803,13.2325
4276,23.8,21.2697,23.41436,19.99594,13.23913
4277,23.5,22.62917,23.1749,20.0023,13.24575
4278,23.3,23.71813,23.03286,20.00686,13.25216
4279,23.2,24.7651,22.99127,20.0096,13.25857
4280,23.2,25.43792,23.0421,20.01385,13.26522
4281,23.2,26.14355,23.25555,20.02114,13.27184
4282,23.4,26.81582,23.43286,20.02813,13.27847
4283,23.7,27.4029,23.64504,20.03542,13.28512
4284,24.1,27.76318,23.86984,20.04394,13.29174
4285,24.4,27.84722,24.08917,20.05517,13.29745
4286,24.8,27.65038,24.27865,20.0664,13.3041
4287,25.0,27.17495,24.42068,20.08007,13.3114
4288,25.3,26.39565,24.49755,20.09255,13.31805
4289,25.3,25.4218,24.48623,20.10742,13.32467
4290,25.2,24.30636,24.3652,20.11987,13.3313
4291,25.0,22.1526,24.14965,20.13235,13.3377
4292,24.8,20.69183,23.8686,20.14175,13.34435
4293,24.4,19.70764,23.6211,20.15057,13.35098
4294,24.1,18.8788,23.28118,20.15634,13.3576
4295,23.8,18.04943,22.92993,20.15817,13.36425
4296,23.5,17.54064,22.57153,20.15878,13.37063
4297,23.2,16.5783,22.21774,20.15725,13.37658
4298,22.9,16.31756,21.86355,20.15237,13.38323
4299,22.7,16.00964,21.51818,20.14572,13.39077
4300,22.4,17.54928,21.23037,20.13812,13.3974
4301,22.2,19.27252,21.04843,20.12747,13.40405
4302,22.0,21.3376,20.97952,20.11624,13.41042
4303,22.0,22.85018,21.0228,20.10592,13.41708
4304,22.1,24.02664,21.16732,20.09557,13.4237
4305,22.2,24.9441,21.34002,20.08584,13.43032
4306,22.4,25.90817,21.6274,20.07888,13.43698
4307,22.9,26.72027,21.9581,20.0734,13.44268
4308,23.4,27.27337,22.3064,20.0719,13.4493
4309,24.0,27.56405,22.64968,20.0719,13.45596
4310,24.5,27.50762,22.9648,20.0746,13.46258
4311,24.8,27.1174,23.22823,20.07888,13.4692
4312,25.2,26.4538,23.42068,20.08584,13.47607
4313,25.3,25.5421,23.51772,20.09194,13.48248
4314,25.3,23.6928,23.48455,20.09893,13.4891
4315,25.1,20.8553,23.3337,20.1053,13.49575
4316,24.8,19.45785,23.1089,20.11077,13.50237
4317,24.6,18.24743,22.88958,20.1138,13.50833
4318,24.2,17.2995,22.59338,20.115,13.51495
4319,23.8,16.56045,22.277,20.1144,13.52023
4320,23.5,16.27154,21.948,20.11138,13.52685
4321,23.2,15.4738,21.61944,20.1053,13.53326
4322,22.9,15.56072,21.29254,20.09832,13.53967
4323,22.6,15.5849,20.9787,20.0886,13.54562
4324,22.3,17.1579,20.73962,20.07705,13.55132
4325,22.1,18.88055,20.62615,20.0652,13.55795
4326,22.0,21.16784,20.64926,20.05245,13.56414
4327,22.0,23.3711,20.79003,20.03967,13.57076
4328,22.1,24.85372,21.0291,20.03027,13.57693
4329,22.4,25.77175,21.19674,20.01962,13.58358
4330,22.6,26.84747,21.56396,20.01354,13.58975
4331,23.1,27.7793,21.96984,20.0084,13.59615
4332,23.7,28.44924,22.39633,20.0093,13.60186
4333,24.3,28.81646,22.8169,20.0099,13.6078
4334,24.7,28.83602,23.20767,20.01476,13.61468
4335,25.1,28.5045,23.54336,20.02297,13.6211
4336,25.5,27.8593,23.8072,20.0315,13.62704
4337,25.6,26.89468,23.96856,20.0418,13.63296
4338,25.6,25.75677,23.99716,20.05395,13.63915
4339,25.4,23.74633,23.9131,20.0652,13.6451
4340,25.2,22.29766,23.75387,20.0746,13.65194
4341,24.9,21.2553,23.62908,20.08282,13.6579
4342,24.6,20.66595,23.40554,20.0901,13.6634
4343,24.2,20.34075,23.1644,20.09557,13.66934
4344,23.9,20.14907,22.91143,20.0992,13.6755
4345,23.6,19.38302,22.65304,20.10195,13.68237
4346,23.3,19.143,22.38918,20.10195,13.68856
4347,23.1,18.75796,22.12826,20.10043,13.69494
4348,22.8,20.04318,21.92404,20.0974,13.7009
4349,22.6,21.21444,21.82742,20.09344,13.70684
4350,22.5,22.9233,21.85555,20.0889,13.71325
4351,22.6,24.77142,22.0085,20.08584,13.71942
4352,22.7,26.63622,22.27868,20.08404,13.72515
4353,23.0,28.03256,22.52194,20.0822,13.732
4354,23.3,29.46743,22.94464,20.08526,13.73702
4355,23.9,30.6289,23.42193,20.0901,13.7439
4356,24.6,31.39843,23.92068,20.09863,13.7501
4357,25.3,31.77773,24.41018,20.11047,13.75646
4358,25.8,31.7858,24.86477,20.12655,13.76196
4359,26.2,31.3852,25.25637,20.1445,13.7686
4360,26.5,30.6237,25.56478,20.16516,13.77453
4361,26.7,29.38513,25.76058,20.1873,13.78073
4362,26.7,27.99685,25.81814,20.2098,13.78668
4363,26.5,26.3565,25.7568,20.23168,13.7933
4364,26.3,24.90496,25.61605,20.25262,13.7997
4365,26.0,23.70547,25.5009,20.2739,13.80612
4366,25.8,22.95553,25.27026,20.29122,13.81115
4367,25.4,22.08413,25.01144,20.30792,13.818
4368,25.1,21.8516,24.73412,20.3228,13.8244
4369,24.8,20.72177,24.4421,20.33495,13.83105
4370,24.4,20.39428,24.13665,20.34557,13.8363
4371,24.1,19.9206,23.83663,20.35378,13.84316
4372,23.9,21.1805,23.60177,20.36047,13.84933
4373,23.7,22.56875,23.469,20.36562,13.8562
4374,23.6,24.15383,23.45513,20.3708,13.86144
4375,23.6,26.52343,23.55596,20.37505,13.8681
4376,23.8,27.89614,23.753,20.38113,13.87472
4377,24.0,28.90164,23.94842,20.3863,13.88226
4378,24.2,29.8893,24.27572,20.39572,13.88708
4379,24.8,30.59783,24.63326,20.40725,13.8937
4380,25.3,30.33538,24.96813,20.42123,13.90057
4381,25.8,29.50887,25.2198,20.43643,13.90673
4382,26.3,28.8769,25.39672,20.45434,13.91268
4383,26.6,28.18047,25.51058,20.47106,13.91885
4384,26.7,27.31136,25.55764,20.4899,13.92596
4385,26.6,26.0572,25.53243,20.5078,13.9312
4386,26.4,24.40075,25.44042,20.52453,13.93783
4387,26.1,23.04818,25.29672,20.54183,13.94448
4388,25.8,22.44903,25.11688,20.5555,13.95156
4389,25.5,21.24093,24.8362,20.5698,13.95773
4390,25.2,21.09127,24.5988,20.5807,13.96276
4391,24.9,20.4547,24.35388,20.59045,13.96987
4392,24.7,20.25558,24.1001,20.59744,13.97625
4393,24.4,19.89642,23.84545,20.6038,13.98312
4394,24.2,19.7767,23.59084,20.60867,13.9886
4395,23.9,19.55166,23.3442,20.6102,13.99526
4396,23.6,20.04836,23.13708,20.6123,14.00234
4397,23.4,20.62737,22.98666,20.6117,14.00805
4398,23.3,22.03002,22.9131,20.6111,14.0147
4399,23.2,23.8252,22.927,20.6099,14.02178
4400,23.4,25.30496,23.03832,20.60867,14.02703
4401,23.6,26.40716,22.99548,20.6056,14.03414
4402,23.8,27.4006,23.23623,20.6056,14.03985
4403,24.3,28.18276,23.52194,20.60867,14.04626
4404,24.9,28.64553,23.82278,20.6126,14.05312
4405,25.4,28.99548,24.12698,20.61868,14.05883
4406,25.8,28.8815,24.40472,20.6281,14.06545
4407,26.1,28.12924,24.61773,20.63842,14.0721
4408,26.4,27.15597,24.74337,20.64877,14.07803
4409,26.4,26.04168,24.7799,20.6609,14.08468
4410,26.4,24.5579,24.7295,20.67306,14.0904
4411,26.0,22.883,24.60763,20.6834,14.097
4412,25.3,21.9005,24.43453,20.69158,14.10388
4413,24.9,21.41647,24.26562,20.7007,14.11028
4414,24.5,20.99688,24.03832,20.70678,14.11602
4415,24.1,20.86624,23.8005,20.71316,14.12264
4416,23.9,20.62335,23.55892,20.7153,14.1295
4417,23.6,20.335,23.30764,20.71713,14.13546
4418,23.4,20.08175,23.0459,20.71682,14.1423
4419,23.2,19.79568,22.78918,20.7153,14.1478
4420,23.0,19.71337,22.54714,20.71285,14.15466
4421,22.8,19.8688,22.3375,20.70678,14.16128
4422,22.7,20.1203,22.17614,20.70162,14.16656
4423,22.6,20.37124,22.0833,20.69525,14.17388
4424,22.5,21.26452,22.06353,20.68704,14.17935
4425,22.6,20.8363,21.6959,20.67642,14.18646
4426,22.6,21.40322,21.63793,20.66577,14.19286
4427,22.8,22.00698,21.62826,20.65576,14.19903
4428,22.9,22.5394,21.66146,20.64694,14.20544
4429,23.2,23.52877,21.75765,20.63812,14.2116
4430,23.6,23.9967,21.89504,20.62994,14.21688
4431,23.9,24.0658,22.03204,20.62325,14.22418
4432,24.2,23.72735,22.14254,20.6175,14.22967
4433,24.4,23.0102,22.19003,20.6123,14.23654
4434,24.4,21.74166,22.1518,20.60684,14.24224
4435,24.2,19.90103,22.02868,20.60015,14.2489
4436,24.0,18.67104,21.84295,20.5944,14.2544
4437,23.8,17.8411,21.58834,20.58407,14.25964
4438,23.4,17.06695,21.32406,20.57525,14.26696
4439,23.2,16.8114,21.04128,20.56402,14.27245
4440,22.9,16.3947,20.74716,20.55035,14.27862
4441,22.6,15.8669,20.4543,20.53393,14.28457
4442,22.3,15.9233,20.16735,20.51663,14.29144
4443,22.1,15.78863,19.8955,20.4972,14.2967
4444,21.8,16.7366,19.69424,20.47653,14.3024
4445,21.7,17.9182,19.6081,20.45495,14.30905
4446,21.6,19.76922,19.64047,20.43337,14.3143
4447,21.6,21.76525,19.78372,20.41393,14.32046
4448,21.8,23.36648,20.02365,20.39572,14.3271
4449,21.9,24.4917,20.2539,20.37628,14.3326
4450,22.3,25.6002,20.63583,20.362,14.33923
4451,22.7,26.4555,21.05306,20.35015,14.34472
4452,23.4,26.95913,21.47952,20.34133,14.35067
4453,23.9,27.29296,21.8938,20.33526,14.35616
4454,24.4,27.3931,22.28204,20.33373,14.363
4455,24.8,27.09667,22.619,20.33312,14.36828
4456,25.1,26.54357,22.88876,20.33557,14.374
4457,25.2,25.57604,23.06353,20.3383,14.37927
4458,25.2,24.10375,23.12237,20.34286,14.38473
4459,25.1,22.4116,23.0778,20.3474,14.39092
4460,24.9,21.2697,22.95638,20.35046,14.39663
4461,24.6,20.12664,22.79464,20.35107,14.40188
4462,24.4,19.72317,22.6064,20.3544,14.40737
4463,24.2,19.79568,22.4022,20.35256,14.41378
4464,23.9,19.81814,22.18414,20.35168,14.41927
4465,23.6,19.31625,21.96145,20.34893,14.42477
4466,23.4,19.11654,21.7333,20.34377,14.43047
4467,23.1,18.7614,21.50515,20.3368,14.43597
4468,22.9,19.68633,21.3375,20.3301,14.44305
4469,22.8,20.8225,21.27447,20.3216,14.44854
4470,22.6,22.40988,21.32784,20.31368,14.45403
4471,22.7,24.26782,21.49505,20.3067,14.45953
4472,22.8,25.5985,21.7606,20.30032,14.46502
4473,23.0,26.39623,21.90936,20.29485,14.47027
4474,23.3,27.5295,22.26776,20.29302,14.476
4475,23.7,28.29962,22.66354,20.29485,14.48126
4476,24.2,28.98452,23.07656,20.2976,14.48742
4477,24.8,29.39663,23.48916,20.30367,14.4929
4478,25.1,29.40295,23.87026,20.31277,14.4984
4479,25.4,28.80612,24.18664,20.32342,14.5039
4480,25.7,27.88232,24.40554,20.33648,14.5094
4481,25.8,27.1335,24.53536,20.35137,14.5149
4482,25.7,26.2788,24.5669,20.36413,14.52038
4483,25.6,25.23245,24.51815,20.3793,14.52584
4484,25.4,24.38406,24.41018,20.39236,14.53225
4485,25.2,23.4171,24.36605,20.40603,14.53683
4486,24.9,22.8364,24.2295,20.4173,14.54232
4487,24.8,22.48068,24.07528,20.42822,14.5478
4488,24.6,22.42544,23.91018,20.43826,14.55444
4489,24.3,21.46426,23.73412,20.44674,14.55972
4490,24.1,21.07977,23.5459,20.4525,14.56542
4491,23.8,20.63372,23.3501,20.45858,14.57092
4492,23.6,21.52755,23.18414,20.46316,14.5764
4493,23.4,22.59924,23.08117,20.4665,14.5819
4494,23.4,23.92764,23.06353,20.46954,14.5876
4495,23.4,25.2917,23.11984,20.47256,14.59286
4496,23.4,26.63165,23.2564,20.4756,14.5995
4497,23.6,28.3071,23.64,20.4829,14.60385
4498,23.8,29.09274,23.96102,20.4911,14.60955
4499,24.3,29.71548,24.3047,20.50082,14.61505
4500,24.9,29.15258,24.6152,20.51418,14.62145
4501,25.2,27.76663,24.80218,20.52786,14.62716
4502,25.2,26.5027,24.87655,20.54305,14.63265
4503,24.9,25.25662,24.8467,20.55822,14.63815
4504,24.6,24.27355,24.74127,20.5725,14.64364
4505,24.1,23.18286,24.59167,20.58618,14.64935
4506,23.8,21.30825,24.403,20.59713,14.65463
4507,23.5,20.1301,24.17864,20.60745,14.66033
4508,23.2,19.76403,23.92825,20.61627,14.66696
4509,23.1,20.22274,23.54125,20.62203,14.67153
4510,22.9,19.91772,23.24212,20.62628,14.6768
4511,22.6,19.5407,22.94464,20.6284,14.68252
4512,22.4,19.29897,22.64504,20.6281,14.68914
4513,22.2,18.67104,22.3459,20.62628,14.69464
4514,22.1,18.43044,22.0547,20.62234,14.70037
4515,21.8,18.23535,21.7808,20.61505,14.70562
4516,21.6,18.13003,21.55303,20.60775,14.71133
4517,21.4,18.25836,21.38833,20.59863,14.71682
4518,21.3,18.7735,21.28793,20.5883,14.72256
4519,21.3,19.85153,21.25305,20.57797,14.72827
4520,21.4,21.22308,21.29464,20.56918,14.73376
4521,21.4,21.8378,21.03875,20.55398,14.73947
4522,21.6,22.14398,21.10516,20.54366,14.74496
4523,21.8,22.71783,21.2001,20.53332,14.75067
4524,21.9,23.2617,21.33203,20.52392,14.75616
4525,21.9,23.85226,21.49548,20.5157,14.7612
4526,21.9,24.018,21.6665,20.50872,14.7667
4527,21.9,23.61398,21.80557,20.50204,14.7724
4528,21.9,22.59063,21.8753,20.4978,14.7779
4529,21.9,21.3359,21.8543,20.4923,14.78362
4530,21.8,19.85555,21.76608,20.48684,14.78954
4531,21.8,19.21206,21.63583,20.4829,14.79504
4532,21.6,19.14184,21.48455,20.4756,14.79986
4533,21.5,18.92083,21.24337,20.46557,14.80557
4534,21.4,18.6814,21.07113,20.45617,14.81152
4535,21.2,18.2342,20.89926,20.44583,14.8161
4536,21.1,18.04943,20.72994,20.43337,14.8216
4537,20.9,17.7323,20.556,20.42092,14.8273
4538,20.8,17.68972,20.3808,20.40664,14.83325
4539,20.6,17.32134,20.1997,20.39117,14.83737
4540,20.4,17.53027,20.04843,20.37628,14.8424
4541,20.3,18.3113,19.94845,20.35925,14.84832
4542,20.2,19.23623,19.91735,20.34194,14.8538
4543,20.2,20.19857,19.95938,20.32552,14.8591
4544,20.4,20.8196,20.05053,20.30944,14.86434
4545,20.6,21.25704,20.05264,20.29272,14.86938
4546,20.8,21.56323,20.16735,20.27786,14.87396
4547,20.9,22.2729,20.31356,20.26418,14.87875
4548,21.0,22.7535,20.49,20.25112,14.8847
4549,21.1,22.65795,20.65682,20.24108,14.88928
4550,21.2,22.39147,20.79254,20.23107,14.89523
4551,21.3,21.79174,20.87448,20.22103,14.8991
4552,21.4,21.20352,20.90304,20.21163,14.9046
4553,21.4,20.6383,20.8812,20.20464,14.91055
4554,21.4,20.278,20.8228,20.1946,14.91442
4555,21.4,19.61898,20.74044,20.1864,14.92037
4556,21.3,19.06875,20.6312,20.1764,14.9254
4557,21.2,17.79504,20.3379,20.16516,14.93203
4558,21.1,17.55447,20.1396,20.15118,14.93594
4559,20.9,17.07214,19.92742,20.1375,14.9419
4560,20.8,16.73025,19.70977,20.1223,14.94692
4561,20.6,16.30547,19.4934,20.105,14.95147
4562,20.4,16.1829,19.2829,20.08767,14.95675
4563,20.3,15.8393,19.07827,20.06823,14.96133
4564,20.1,15.79208,18.8955,20.04757,14.96636
4565,19.9,16.26922,18.76736,20.0266,14.9707
4566,19.8,17.1527,18.71316,20.00353,14.9764
4567,19.6,18.50988,18.7434,19.98196,14.9803
4568,19.6,20.05123,18.8585,19.9613,14.98602
4569,19.6,20.8461,18.8682,19.93853,14.98922
4570,19.8,21.4631,19.07156,19.91998,14.99493
4571,20.0,22.06802,19.30685,19.90237,14.99905
4572,20.4,22.1463,19.54003,19.88687,15.00408
4573,20.9,22.28903,19.7598,19.8726,15.0089
4574,21.2,22.38687,19.96734,19.86044,15.01415
4575,21.4,22.18774,20.14633,19.85043,15.01803
4576,21.6,21.65014,20.27447,19.841,15.0226
4577,21.7,20.71716,20.3165,19.8316,15.0279
4578,21.7,19.45382,20.24676,19.8234,15.03198
4579,21.5,16.92135,20.07238,19.81307,15.0361
4580,21.3,15.00298,19.82113,19.80212,15.04205
4581,21.1,13.20666,19.60137,19.78906,15.04595
4582,20.8,13.1255,19.285,19.77477,15.05096
4583,20.5,13.24062,18.95306,19.75778,15.056
4584,20.2,13.3356,18.62115,19.73956,15.0601
4585,19.9,12.7088,18.293,19.7192,15.06423
4586,19.6,12.63168,17.96694,19.6958,15.06927
4587,19.4,12.14187,17.64846,19.6709,15.0734
4588,19.1,13.26766,17.39846,19.64355,15.07797
4589,18.9,14.66055,17.27618,19.6162,15.0821
4590,18.8,16.89312,17.29846,19.58825,15.08712
4591,18.8,19.35827,17.44802,19.56033,15.0912
4592,18.9,20.69473,17.68374,19.5354,15.09533
4593,19.1,21.5143,17.8745,19.5108,15.09854
4594,19.4,22.29305,18.22912,19.48953,15.10266
4595,19.9,23.04357,18.61062,19.4713,15.10677
4596,20.3,23.1305,18.97955,19.4558,15.1109
4597,20.7,23.09307,19.31106,19.44305,15.11523
4598,20.9,23.2105,19.61608,19.43212,15.12005
4599,21.2,23.16906,19.89254,19.4233,15.12417
4600,21.4,22.64068,20.11147,19.41662,15.1283
4601,21.6,21.88784,20.24844,19.41177,15.13217
4602,21.6,20.87026,20.26986,19.4078,15.1363
4603,21.6,19.23394,20.19506,19.40264,15.14062
4604,21.4,18.00973,20.05724,19.39657,15.14474
4605,21.3,17.928,19.9707,19.39172,15.14886
4606,21.1,17.6218,19.8081,19.38442,15.15298
4607,21.0,17.46697,19.6514,19.3753,15.1571
4608,20.8,17.631,19.506,19.3662,15.16122
4609,20.7,17.70928,19.3808,19.35616,15.16555
4610,20.6,17.7962,19.26736,19.34524,15.169
4611,20.4,17.5228,19.1539,19.334,15.17333
4612,20.3,17.32537,19.05013,19.32153,15.17767
4613,20.2,17.25976,18.9749,19.30908,15.1818
4614,20.1,17.85836,18.95013,19.29632,15.1857
4615,20.1,19.0561,18.99255,19.28356,15.1889
4616,20.1,20.15255,19.09466,19.2711,15.19253
4617,20.1,20.21987,18.95516,19.2559,15.19848
4618,20.2,21.04006,19.09887,19.24468,15.2026
4619,20.3,22.19348,19.31063,19.23406,15.2058
4620,20.6,23.00906,19.57156,19.22677,15.209
