d2m,t2m,stl1,stl2,stl3,stl4,tcrw,date_full,,air-temp-1.8m-2m,air-hum,air-temp-1m,soil-temp,rain,dew2m,temp2m,soil1,soil2,soil3,soil4
288.36804,290.4361,291.21268,291.61063,292.95667,292.58466,0.0127334,07.09.2019 18:00:00,,17.9,85.7,17.8,19.8,0,15.21804,17.2861,18.06268,18.46063,19.80667,19.43466
287.8962,289.71146,290.72345,291.60852,292.94666,292.58466,0.001248419,07.09.2019 19:00:00,,17,83.8,16.9,19.7,0,14.7462,16.56146,17.57345,18.45852,19.79666,19.43466
287.2884,288.94766,290.2463,291.5707,292.93604,292.5844,0.008114398,07.09.2019 20:00:00,,16.2,83.7,16.2,19.6,0,14.1384,15.79766,17.0963,18.4207,19.78604,19.4344
286.823,288.45465,289.8837,291.50348,292.9257,292.58603,0.029012084,07.09.2019 21:00:00,,14.9,87.8,14.4,19.4,0,13.673,15.30465,16.7337,18.35348,19.7757,19.43603
287.0068,288.32632,290.0276,291.43417,292.91385,292.58624,0.0357033,07.09.2019 22:00:00,,14.7,88.2,14.2,19.4,0,13.8568,15.17632,16.8776,18.28417,19.76385,19.43624
286.49142,287.88263,289.70413,291.35098,292.9017,292.5874,0.023843825,07.09.2019 23:00:00,,14.5,88.1,14.1,19.2,0,13.34142,14.73263,16.55413,18.20098,19.7517,19.4374
286.27432,287.7219,289.58038,291.25558,292.88956,292.58762,0.012983084,08.09.2019 00:00:00,,14.4,87.7,13.9,19.1,0,13.12432,14.5719,16.43038,18.10558,19.73956,19.43762
286.16846,287.65976,289.4031,291.15012,292.87708,292.5874,0.000549316,08.09.2019 01:00:00,,14,88.6,13.7,18.9,0,13.01846,14.50976,16.2531,18.00012,19.72708,19.4374
285.88632,287.53888,289.00598,291.04382,292.8637,292.5874,9.99E-05,08.09.2019 02:00:00,,14.2,88.7,13.9,18.8,0,12.73632,14.38888,15.85598,17.89382,19.7137,19.4374
285.80948,287.45648,288.78668,290.94257,292.84976,292.58786,5.96E-08,08.09.2019 03:00:00,,13.8,89.2,13.7,18.7,0,12.65948,14.30648,15.63668,17.79257,19.69976,19.43786
285.7595,287.45786,288.74582,290.84552,292.83426,292.58853,5.96E-08,08.09.2019 04:00:00,,14,89.4,13.8,18.6,0,12.6095,14.30786,15.59582,17.69552,19.68426,19.43853
285.80194,287.41934,288.57373,290.7514,292.81906,292.58878,5.96E-08,08.09.2019 05:00:00,,13.7,89.6,13.6,18.5,0,12.65194,14.26934,15.42373,17.6014,19.66906,19.43878
285.80948,287.6503,288.53055,290.67114,292.8036,292.58853,5.96E-08,08.09.2019 06:00:00,,13.9,89.8,13.8,18.4,0,12.65948,14.5003,15.38055,17.52114,19.6536,19.43853
285.81485,288.02917,288.70035,290.6283,292.78778,292.58832,5.96E-08,08.09.2019 07:00:00,,14.3,88.4,14.8,18.3,0,12.66485,14.87917,15.55035,17.4783,19.63778,19.43832
285.72778,289.11783,289.29376,290.64594,292.77258,292.58878,5.96E-08,08.09.2019 08:00:00,,15.2,84.3,15.9,18.2,0,12.57778,15.96783,16.14376,17.49594,19.62258,19.43878
285.93683,289.99985,289.9712,290.73334,292.7568,292.5897,5.96E-08,08.09.2019 09:00:00,,17.1,81.4,18.6,18.2,0,12.78683,16.84985,16.8212,17.58334,19.6068,19.4397
286.57098,290.22473,290.37637,290.64972,292.73947,292.5897,0.001697838,08.09.2019 10:00:00,,17.5,80.6,18.7,18.3,0,13.42098,17.07473,17.22637,17.49972,19.58947,19.4397
286.7424,290.84198,291.34793,290.75476,292.72488,292.58945,0.001273394,08.09.2019 11:00:00,,18.9,79.3,22.9,18.4,0,13.5924,17.69198,18.19793,17.60476,19.57488,19.43945
286.81494,291.61526,292.08524,290.89297,292.71063,292.5899,0.00017482,08.09.2019 12:00:00,,20.1,75.7,22.8,18.6,0,13.66494,18.46526,18.93524,17.74297,19.56063,19.4399
286.97778,292.36624,292.58826,291.05853,292.69907,292.59106,9.99E-05,08.09.2019 13:00:00,,19.8,76.8,21.4,18.8,0,13.82778,19.21624,19.43826,17.90853,19.54907,19.44106
287.0294,292.72824,292.78223,291.2287,292.68753,292.59082,0.002696514,08.09.2019 14:00:00,,21,73.8,24.2,19.1,0,13.8794,19.57824,19.63223,18.0787,19.53753,19.44082
287.48132,292.529,292.77762,291.3875,292.67722,292.5906,0.007140696,08.09.2019 15:00:00,,20.3,76.6,21.1,19.4,0,14.33132,19.379,19.62762,18.2375,19.52722,19.4406
287.66675,291.93808,292.4645,291.5182,292.6687,292.5906,0.020223558,08.09.2019 16:00:00,,19.7,78.9,20,19.6,0,14.51675,18.78808,19.3145,18.3682,19.5187,19.4406
287.69415,291.37418,291.83658,291.61188,292.6605,292.59036,0.009912074,08.09.2019 17:00:00,,18.9,82.1,18.8,19.8,0,14.54415,18.22418,18.68658,18.46188,19.5105,19.44036
287.83493,290.9291,290.9249,291.65768,292.6532,292.59036,0.002946198,08.09.2019 18:00:00,,16.8,87.8,16.2,19.8,0,14.68493,17.7791,17.7749,18.50768,19.5032,19.44036
287.82312,290.47327,290.5404,291.66693,292.6456,292.5906,0.001473129,08.09.2019 19:00:00,,16.7,88.1,16.1,19.8,0.1,14.67312,17.32327,17.3904,18.51693,19.4956,19.4406
288.61255,289.87692,290.41724,291.64215,292.6386,292.5906,0.000624239,08.09.2019 20:00:00,,16.6,89.2,16.2,19.6,0.3,15.46255,16.72692,17.26724,18.49215,19.4886,19.4406
288.90384,289.30762,290.55423,291.58963,292.63193,292.59036,0.00142318,08.09.2019 21:00:00,,16.5,89.8,16.2,19.6,0,15.75384,16.15762,17.40423,18.43963,19.48193,19.44036
288.7136,289.28735,290.3171,291.44424,292.62192,292.5897,0.008663714,08.09.2019 22:00:00,,16.1,90.1,15.8,19.4,0,15.5636,16.13735,17.1671,18.29424,19.47192,19.4397
288.7297,289.3319,290.27737,291.3875,292.6134,292.58945,0.000424504,08.09.2019 23:00:00,,16.2,90.3,16.1,19.3,0,15.5797,16.1819,17.12737,18.2375,19.4634,19.43945
288.52603,289.07935,290.22214,291.33417,292.604,292.58945,0.00102371,09.09.2019 00:00:00,,16.1,90.4,15.9,19.2,0,15.37603,15.92935,17.07214,18.18417,19.454,19.43945
288.33633,288.83215,290.05063,291.2804,292.59488,292.589,0.004144609,09.09.2019 01:00:00,,15.9,90.5,15.8,19.1,0,15.18633,15.68215,16.90063,18.1304,19.44488,19.439
287.89084,288.34186,289.58154,291.22913,292.58484,292.5897,0.00614202,09.09.2019 02:00:00,,15.3,90.5,15.1,19,2.4,14.74084,15.19186,16.43154,18.07913,19.43484,19.4397
287.498,288.0535,289.45435,291.17535,292.57544,292.58945,0.010311544,09.09.2019 03:00:00,,15,90.7,14.8,18.9,0,14.348,14.9035,16.30435,18.02535,19.42544,19.43945
287.03796,287.70636,289.24368,291.11905,292.5648,292.58945,0.000149846,09.09.2019 04:00:00,,14.7,90.7,14.4,18.8,0,13.88796,14.55636,16.09368,17.96905,19.4148,19.43945
287.01486,287.63208,289.15158,291.056,292.55478,292.5906,2.50E-05,09.09.2019 05:00:00,,13.8,90.8,13.6,18.8,0,13.86486,14.48208,16.00158,17.906,19.40478,19.4406
287.4034,288.2811,289.41058,290.99634,292.54416,292.59036,0.000424504,09.09.2019 06:00:00,,12.9,90.9,12.7,18.6,0,14.2534,15.1311,16.26058,17.84634,19.39416,19.44036
287.65976,288.55527,289.62643,290.9472,292.5335,292.59015,0.000823975,09.09.2019 07:00:00,,14.8,89.9,14.8,18.4,0,14.50976,15.40527,16.47643,17.7972,19.3835,19.44015
287.27765,288.98413,289.8319,290.9165,292.52136,292.59015,0.002821326,09.09.2019 08:00:00,,16.9,85,17.1,18.4,0,14.12765,15.83413,16.6819,17.7665,19.37136,19.44015
287.52164,289.98972,290.3666,290.9161,292.51044,292.5899,0.000324607,09.09.2019 09:00:00,,18.7,81.8,23.4,18.3,0,14.37164,16.83972,17.2166,17.7661,19.36044,19.4399
287.3819,291.441,291.65414,291.02115,292.49887,292.5897,0.002097309,09.09.2019 10:00:00,,15.8,84.1,16.8,18.4,0,14.2319,18.291,18.50414,17.87115,19.34887,19.4397
286.54086,292.43512,292.79086,291.17282,292.48947,292.5897,0.000624239,09.09.2019 11:00:00,,18.5,78.6,23.5,18.5,0,13.39086,19.28512,19.64086,18.02282,19.33947,19.4397
286.19373,292.5918,293.46368,291.36777,292.48157,292.58945,0.001323342,09.09.2019 12:00:00,,20.5,71.9,25.9,18.7,0,13.04373,19.4418,20.31368,18.21777,19.33157,19.43945
286.29205,291.18573,293.28183,291.55096,292.47488,292.58945,0.001223445,09.09.2019 13:00:00,,19.6,73.3,20.5,18.9,0,13.14205,18.03573,20.13183,18.40096,19.32488,19.43945
286.6677,291.2006,292.71777,291.67953,292.46942,292.589,0.017477155,09.09.2019 14:00:00,,18.2,81.3,19.6,19.3,0,13.5177,18.0506,19.56777,18.52953,19.31942,19.439
285.74606,291.87595,292.59058,291.77322,292.46426,292.58878,0.015429854,09.09.2019 15:00:00,,19.2,78.4,22.3,19.5,0,12.59606,18.72595,19.44058,18.62322,19.31426,19.43878
285.75198,291.18237,292.1779,291.8325,292.4603,292.58878,0.001922548,09.09.2019 16:00:00,,19.3,75.5,21.2,19.6,0,12.60198,18.03237,19.0279,18.6825,19.3103,19.43878
286.09268,289.4319,291.38016,291.83542,292.45514,292.58853,0.000124872,09.09.2019 17:00:00,,19,76.3,19.1,19.8,0,12.94268,16.2819,18.23016,18.68542,19.30514,19.43853
285.43704,287.13638,289.79047,291.75348,292.45178,292.58853,5.96E-08,09.09.2019 18:00:00,,15.2,85.7,14.9,19.8,0,12.28704,13.98638,16.64047,18.60348,19.30178,19.43853
284.78464,285.34738,288.00565,291.6039,292.446,292.589,5.96E-08,09.09.2019 19:00:00,,13.4,87.9,12.9,19.7,0,11.63464,12.19738,14.85565,18.4539,19.296,19.439
284.60623,285.18936,286.70486,291.406,292.43994,292.58878,5.96E-08,09.09.2019 20:00:00,,12.3,89.2,11.6,19.6,0,11.45623,12.03936,13.55486,18.256,19.28994,19.43878
284.03873,284.1507,285.98138,291.17282,292.43146,292.58878,5.96E-08,09.09.2019 21:00:00,,11.1,89.7,10.6,19.4,0,10.88873,11.0007,12.83138,18.02282,19.28146,19.43878
283.3111,283.31326,285.39835,290.87198,292.42203,292.58786,5.96E-08,09.09.2019 22:00:00,,10.7,90.1,10.2,19.1,0,10.1611,10.16326,12.24835,17.72198,19.27203,19.43786
283.166,283.1782,285.2251,290.6136,292.4102,292.58786,5.96E-08,09.09.2019 23:00:00,,10.2,90.3,9.9,18.9,0,10.016,10.0282,12.0751,17.4636,19.2602,19.43786
282.98596,283.21127,285.13992,290.35727,292.3965,292.58762,5.96E-08,10.09.2019 00:00:00,,10.4,90.7,10.2,18.6,0,9.83596,10.06127,11.98992,17.20727,19.2465,19.43762
282.80377,283.1444,285.14914,290.1052,292.38193,292.58762,5.96E-08,10.09.2019 01:00:00,,9.5,90.7,9.1,18.4,0,9.65377,9.9944,11.99914,16.9552,19.23193,19.43762
282.61945,283.0573,284.9166,289.86105,292.3655,292.5874,5.96E-08,10.09.2019 02:00:00,,9.2,90.9,8.9,18.1,0,9.46945,9.9073,11.7666,16.71105,19.2155,19.4374
282.3916,282.80133,284.8792,289.62704,292.34576,292.58716,5.96E-08,10.09.2019 03:00:00,,8.8,91,8.4,17.9,0,9.2416,9.65133,11.7292,16.47704,19.19576,19.43716
281.94824,282.28064,284.4009,289.39804,292.3251,292.58716,5.96E-08,10.09.2019 04:00:00,,8.6,91.1,8.3,17.7,0,8.79824,9.13064,11.2509,16.24804,19.1751,19.43716
282.23038,282.58456,284.0222,289.17368,292.30417,292.58694,5.96E-08,10.09.2019 05:00:00,,9,91.3,9,17.5,0,9.08038,9.43456,10.8722,16.02368,19.15417,19.43694
283.9721,284.67813,284.48666,289.0052,292.28137,292.58533,5.96E-08,10.09.2019 06:00:00,,9.4,91.3,9.5,17.2,0,10.8221,11.52813,11.33666,15.8552,19.13137,19.43533
285.08722,286.71835,285.81735,288.94427,292.25888,292.58533,5.96E-08,10.09.2019 07:00:00,,11.2,91.2,11.6,17.1,0,11.93722,13.56835,12.66735,15.79427,19.10888,19.43533
285.6058,289.00708,287.79843,288.99133,292.2361,292.5851,5.96E-08,10.09.2019 08:00:00,,13.6,90.4,14.5,17,0,12.4558,15.85708,14.64843,15.84133,19.0861,19.4351
285.39352,290.9507,289.67593,289.143,292.21545,292.5851,5.96E-08,10.09.2019 09:00:00,,17.5,80,20.2,17,0,12.24352,17.8007,16.52593,15.993,19.06545,19.4351
285.30215,292.7174,291.23053,289.05856,292.18872,292.58487,5.96E-08,10.09.2019 10:00:00,,19.6,72.4,22.8,17.1,0,12.15215,19.5674,18.08053,15.90856,19.03872,19.43487
284.52722,294.26465,292.42596,289.3447,292.16806,292.58487,5.96E-08,10.09.2019 11:00:00,,21.2,66.5,25.3,17.4,0,11.37722,21.11465,19.27596,16.1947,19.01806,19.43487
283.96243,294.98862,292.90714,289.66318,292.15076,292.58466,5.96E-08,10.09.2019 12:00:00,,21.5,62.5,23.9,17.8,0,10.81243,21.83862,19.75714,16.51318,19.00076,19.43466
283.65234,295.50458,293.1834,289.98416,292.13556,292.58328,5.96E-08,10.09.2019 13:00:00,,22.1,59.8,25.1,18.2,0,10.50234,22.35458,20.0334,16.83416,18.98556,19.43328
283.64697,295.8436,293.26224,290.2863,292.1219,292.58258,5.96E-08,10.09.2019 14:00:00,,22.9,58.4,26.1,18.8,0,10.49697,22.6936,20.11224,17.1363,18.9719,19.43258
284.27896,295.66867,293.1575,290.55264,292.11218,292.58237,5.96E-08,10.09.2019 15:00:00,,23.6,52.8,25.4,19.1,0,11.12896,22.51867,20.0075,17.40264,18.96218,19.43237
285.40106,294.88324,292.929,290.77408,292.10306,292.58237,5.96E-08,10.09.2019 16:00:00,,23.3,55.7,24.5,19.4,0,12.25106,21.73324,19.779,17.62408,18.95306,19.43237
285.6719,292.08057,292.16812,290.9073,292.09485,292.58212,5.96E-08,10.09.2019 17:00:00,,22,57.6,21.7,19.6,0,12.5219,18.93057,19.01812,17.7573,18.94485,19.43212
285.35913,289.4427,290.5053,290.92325,292.08755,292.58054,5.96E-08,10.09.2019 18:00:00,,17.6,80.8,16.9,19.8,0,12.20913,16.2927,17.3553,17.77325,18.93755,19.43054
285.0544,287.97583,288.8011,290.8531,292.08118,292.58054,5.96E-08,10.09.2019 19:00:00,,15.9,82.5,14.8,19.7,0,11.9044,14.82583,15.6511,17.7031,18.93118,19.43054
284.4993,286.92633,287.5187,290.72787,292.07208,292.58032,5.96E-08,10.09.2019 20:00:00,,13.7,86.8,13.2,19.6,0,11.3493,13.77633,14.3687,17.57787,18.92208,19.43032
284.1274,286.30502,286.84186,290.5699,292.06387,292.58032,5.96E-08,10.09.2019 21:00:00,,12.6,87.7,12.1,19.4,0,10.9774,13.15502,13.69186,17.4199,18.91387,19.43032
283.63943,285.13736,285.65967,290.39172,292.05353,292.57895,5.96E-08,10.09.2019 22:00:00,,11.3,89.2,10.9,19.2,0,10.48943,11.98736,12.50967,17.24172,18.90353,19.42895
283.50024,284.668,285.39777,290.19592,292.042,292.5787,5.96E-08,10.09.2019 23:00:00,,10.9,89.8,10.4,19,0,10.35024,11.518,12.24777,17.04592,18.892,19.4287
283.18588,284.0487,285.0674,289.99384,292.02893,292.57712,5.96E-08,11.09.2019 00:00:00,,10.8,90.2,10.3,18.8,0,10.03588,10.8987,11.9174,16.84384,18.87893,19.42712
282.76242,283.49155,284.77502,289.78165,292.01526,292.57642,5.96E-08,11.09.2019 01:00:00,,10.7,90.4,10.2,18.5,0,9.61242,10.34155,11.62502,16.63165,18.86526,19.42642
282.34753,282.9202,284.295,289.5598,291.99976,292.5762,5.96E-08,11.09.2019 02:00:00,,10.4,90.5,10,18.2,0,9.19753,9.7702,11.145,16.4098,18.84976,19.4262
281.8714,282.33737,284.06995,289.32913,291.98215,292.5762,5.96E-08,11.09.2019 03:00:00,,10.2,90.6,9.8,18,0,8.7214,9.18737,10.91995,16.17913,18.83215,19.4262
281.79187,282.4549,283.84723,289.08795,291.96423,292.5746,5.96E-08,11.09.2019 04:00:00,,8.7,90.7,8.4,17.8,0,8.64187,9.3049,10.69723,15.93795,18.81423,19.4246
282.12933,282.62238,283.76492,288.8434,291.94418,292.57437,5.96E-08,11.09.2019 05:00:00,,8.1,90.9,7.7,17.6,0,8.97933,9.47238,10.61492,15.6934,18.79418,19.42437
283.85925,284.87396,284.26163,288.66107,291.9229,292.57367,5.96E-08,11.09.2019 06:00:00,,8.6,91,8.4,17.3,0,10.70925,11.72396,11.11163,15.51107,18.7729,19.42367
285.10925,287.02292,285.56354,288.60477,291.8998,292.5732,5.96E-08,11.09.2019 07:00:00,,12.1,90.6,12,17.1,0,11.95925,13.87292,12.41354,15.45477,18.7498,19.4232
285.96692,289.68784,287.88593,288.68207,291.87857,292.5723,5.96E-08,11.09.2019 08:00:00,,15.1,85.5,16.6,17,0,12.81692,16.53784,14.73593,15.53207,18.72857,19.4223
286.04538,291.69696,289.9424,288.87576,291.85883,292.57208,5.96E-08,11.09.2019 09:00:00,,18.4,79,22.3,17,0,12.89538,18.54696,16.7924,15.72576,18.70883,19.42208
286.1717,293.3178,291.3721,288.97955,291.83603,292.57138,5.96E-08,11.09.2019 10:00:00,,20.3,74,24.8,17.1,0,13.0217,20.1678,18.2221,15.82955,18.68603,19.42138
285.53217,294.4112,292.97333,289.33752,291.81873,292.5691,5.96E-08,11.09.2019 11:00:00,,21.4,69.7,25.8,17.4,0,12.38217,21.2612,19.82333,16.18752,18.66873,19.4191
285.4188,295.40933,294.02255,289.73837,291.80414,292.5691,5.96E-08,11.09.2019 12:00:00,,22.1,66.3,25.1,17.8,0,12.2688,22.25933,20.87255,16.58837,18.65414,19.4191
285.47736,295.903,294.4905,290.1476,291.7938,292.56888,5.96E-08,11.09.2019 13:00:00,,22.5,57.7,24.9,18.3,0,12.32736,22.753,21.3405,16.9976,18.6438,19.41888
285.63696,296.37915,294.66028,290.53586,291.785,292.56726,5.96E-08,11.09.2019 14:00:00,,24.2,60.7,28.6,18.8,0,12.48696,23.22915,21.51028,17.38586,18.635,19.41726
285.8686,296.21368,294.50143,290.88208,291.78012,292.5666,5.96E-08,11.09.2019 15:00:00,,22.8,68.5,23.9,19.1,0,12.7186,23.06368,21.35143,17.73208,18.63012,19.4166
285.89062,295.76053,294.04675,291.16147,291.7768,292.56613,5.96E-08,11.09.2019 16:00:00,,22.1,69.1,22.4,19.4,0,12.74062,22.61053,20.89675,18.01147,18.6268,19.41613
287.12665,293.14288,292.95892,291.35056,291.77527,292.56522,5.00E-05,11.09.2019 17:00:00,,21.3,76.4,21.4,19.6,0,13.97665,19.99288,19.80892,18.20056,18.62527,19.41522
287.4797,289.91946,290.71826,291.41357,291.77466,292.5643,2.50E-05,11.09.2019 18:00:00,,19.8,82.5,19.1,19.7,0,14.3297,16.76946,17.56826,18.26357,18.62466,19.4143
287.1664,288.7484,289.41577,291.38583,291.77405,292.5636,2.50E-05,11.09.2019 19:00:00,,17.7,84.8,17.4,19.7,0,14.0164,15.5984,16.26577,18.23583,18.62405,19.4136
287.06323,288.8423,289.1585,291.30768,291.77286,292.56268,2.50E-05,11.09.2019 20:00:00,,18,84.5,17.6,19.7,0,13.91323,15.6923,16.0085,18.15768,18.62286,19.41268
286.89288,289.6669,289.50037,291.2115,291.77103,292.56247,0.000224769,11.09.2019 21:00:00,,17.1,84.8,16.8,19.6,0,13.74288,16.5169,16.35037,18.0615,18.62103,19.41247
286.45276,290.86023,290.15018,291.1951,291.76797,292.56177,0.003495455,11.09.2019 22:00:00,,16.3,86,15.9,19.5,0,13.30276,17.71023,17.00018,18.0451,18.61797,19.41177
286.428,290.4935,290.28717,291.1493,291.76617,292.55972,5.00E-05,11.09.2019 23:00:00,,16.1,83.1,15.9,19.4,0,13.278,17.3435,17.13717,17.9993,18.61617,19.40972
286.44147,290.2916,290.22156,291.0976,291.76343,292.5595,5.96E-08,12.09.2019 00:00:00,,16.7,84.7,16.4,19.2,0,13.29147,17.1416,17.07156,17.9476,18.61343,19.4095
286.35654,289.2387,289.8325,291.027,291.761,292.55905,5.96E-08,12.09.2019 01:00:00,,15.5,87.3,15.1,19.2,0,13.20654,16.0887,16.6825,17.877,18.611,19.40905
286.02875,288.15546,289.14008,290.92996,291.75674,292.5579,5.96E-08,12.09.2019 02:00:00,,14,88.4,13.5,19,0,12.87875,15.00546,15.99008,17.77996,18.60674,19.4079
285.93146,288.18585,288.96512,290.814,291.7525,292.55722,5.96E-08,12.09.2019 03:00:00,,13.1,89.5,12.8,18.9,0,12.78146,15.03585,15.81512,17.664,18.6025,19.40722
285.6477,288.26892,288.81488,290.68964,291.7473,292.55652,5.96E-08,12.09.2019 04:00:00,,13.9,90,13.6,18.8,0,12.4977,15.11892,15.66488,17.53964,18.5973,19.40652
285.44135,288.2068,288.4724,290.5602,291.74094,292.5556,0.000149846,12.09.2019 05:00:00,,14.3,88.7,14.2,18.5,0,12.29135,15.0568,15.3224,17.4102,18.59094,19.4056
285.99274,288.83688,288.6428,290.45224,291.73456,292.55493,5.96E-08,12.09.2019 06:00:00,,13.9,88.9,13.8,18.4,0,12.84274,15.68688,15.4928,17.30224,18.58456,19.40493
286.41782,290.11734,289.13663,290.40854,291.72726,292.55423,5.96E-08,12.09.2019 07:00:00,,15.8,85,16.3,18.2,0,13.26782,16.96734,15.98663,17.25854,18.57726,19.40423
286.65158,292.43106,290.87714,290.4493,291.72028,292.5533,5.96E-08,12.09.2019 08:00:00,,17.1,83.5,18.1,18.2,0,13.50158,19.28106,17.72714,17.2993,18.57028,19.4033
286.27002,294.1478,292.3966,290.57367,291.7136,292.55194,5.96E-08,12.09.2019 09:00:00,,20,77,24.5,18.2,0,13.12002,20.9978,19.2466,17.42367,18.5636,19.40194
286.33612,295.69434,293.75494,290.78418,291.70752,292.5522,5.96E-08,12.09.2019 10:00:00,,22.5,67.8,27.5,18.2,0,13.18612,22.54434,20.60494,17.63418,18.55752,19.4022
286.1174,296.5149,294.55496,291.0661,291.7045,292.55035,5.96E-08,12.09.2019 11:00:00,,24.2,56.4,27.6,18.5,0,12.9674,23.3649,21.40496,17.9161,18.5545,19.40035
285.9503,297.10782,295.1052,291.37576,291.7042,292.5501,0.000749052,12.09.2019 12:00:00,,23.9,57.3,25.2,18.8,0,12.8003,23.95782,21.9552,18.22576,18.5542,19.4001
285.8025,297.51102,295.55817,291.69928,291.7054,292.54965,5.96E-08,12.09.2019 13:00:00,,25,54.3,27.8,19.2,0,12.6525,24.36102,22.40817,18.54928,18.5554,19.39965
285.6719,297.75885,295.64047,292.00558,291.70874,292.54782,5.96E-08,12.09.2019 14:00:00,,25.4,50.1,28.3,19.5,0,12.5219,24.60885,22.49047,18.85558,18.55874,19.39782
285.98627,297.53735,295.43845,292.2728,291.7139,292.5476,5.96E-08,12.09.2019 15:00:00,,25.7,50.3,27.4,19.8,0,12.83627,24.38735,22.28845,19.1228,18.5639,19.3976
287.09708,296.64117,295.0252,292.4833,291.7209,292.54715,5.96E-08,12.09.2019 16:00:00,,25.3,46.8,26.1,20,0,13.94708,23.49117,21.8752,19.3333,18.5709,19.39715
287.45285,293.29214,294.0076,292.5938,291.7288,292.54623,5.96E-08,12.09.2019 17:00:00,,23.9,56.9,23.4,20.2,0,14.30285,20.14214,20.8576,19.4438,18.5788,19.39623
286.8069,290.53336,291.8907,292.57196,291.737,292.54486,5.96E-08,12.09.2019 18:00:00,,20.1,73.4,18.8,20.2,0,13.6569,17.38336,18.7407,19.42196,18.587,19.39486
286.50058,289.12863,290.25955,292.46146,291.74582,292.54462,5.96E-08,12.09.2019 19:00:00,,16.3,84.9,15.7,20.2,0,13.35058,15.97863,17.10955,19.31146,18.59582,19.39462
286.1443,288.38846,289.21088,292.29718,291.7516,292.5437,5.96E-08,12.09.2019 20:00:00,,14.9,86,14.6,20.2,0,12.9943,15.23846,16.06088,19.14718,18.6016,19.3937
285.55743,289.21576,288.29227,292.0917,291.75674,292.54257,5.96E-08,12.09.2019 21:00:00,,14.4,85.6,14.1,20,0,12.40743,16.06576,15.14227,18.9417,18.60674,19.39257
285.53864,290.15112,287.50375,291.81693,291.75888,292.54233,5.96E-08,12.09.2019 22:00:00,,13.6,87.1,13,19.8,0,12.38864,17.00112,14.35375,18.66693,18.60888,19.39233
285.44727,289.74658,287.41974,291.5728,291.76038,292.54028,5.96E-08,12.09.2019 23:00:00,,12.8,88.6,12.2,19.6,0,12.29727,16.59658,14.26974,18.4228,18.61038,19.39028
285.16837,288.1433,287.342,291.32367,291.76038,292.54004,5.96E-08,13.09.2019 00:00:00,,12.3,88.8,11.9,19.4,0,12.01837,14.9933,14.192,18.17367,18.61038,19.39004
284.77014,286.4975,287.02316,291.0728,291.75797,292.53983,5.96E-08,13.09.2019 01:00:00,,11.8,89.4,11.4,19.1,0,11.62014,13.3475,13.87316,17.9228,18.60797,19.38983
284.34238,285.5365,286.63638,290.8241,291.7537,292.53824,5.96E-08,13.09.2019 02:00:00,,10.8,89.9,10.4,18.9,0,11.19238,12.3865,13.48638,17.6741,18.6037,19.38824
284.19995,285.1711,286.61798,290.57828,291.7473,292.53754,5.96E-08,13.09.2019 03:00:00,,10.4,90.3,10.2,18.7,0,11.04995,12.0211,13.46798,17.42828,18.5973,19.38754
284.4751,285.37036,286.61047,290.34256,291.73944,292.53708,5.96E-08,13.09.2019 04:00:00,,10,90.5,9.8,18.5,0,11.3251,12.22036,13.46047,17.19256,18.58944,19.38708
284.68146,285.53177,286.26514,290.11652,291.73093,292.53595,5.96E-08,13.09.2019 05:00:00,,9.7,90.7,9.5,18.3,0,11.53146,12.38177,13.11514,16.96652,18.58093,19.38595
285.95618,287.75296,286.862,289.95013,291.72058,292.53525,5.96E-08,13.09.2019 06:00:00,,10.8,91,10.8,18.1,0,12.80618,14.60296,13.712,16.80013,18.57058,19.38525
287.01004,290.46313,288.0419,289.9014,291.70966,292.53458,5.96E-08,13.09.2019 07:00:00,,14.1,88.6,14.5,17.9,0,13.86004,17.31313,14.8919,16.7514,18.55966,19.38458
287.70435,293.42856,290.40286,289.9913,291.69934,292.53342,5.96E-08,13.09.2019 08:00:00,,18,82.1,18.7,17.8,0,14.55435,20.27856,17.25286,16.8413,18.54934,19.38342
287.4996,295.56332,292.65332,290.2035,291.6896,292.5325,5.96E-08,13.09.2019 09:00:00,,22.1,72.9,27.8,17.8,0,14.3496,22.41332,19.50332,17.0535,18.5396,19.3825
286.6806,297.22333,294.34833,290.3636,291.6796,292.5325,5.96E-08,13.09.2019 10:00:00,,24.5,66.2,31.7,17.9,0,13.5306,24.07333,21.19833,17.2136,18.5296,19.3825
286.36838,298.2262,295.35327,290.73166,291.6738,292.53046,5.96E-08,13.09.2019 11:00:00,,25.3,59.3,30.7,18.3,0,13.21838,25.0762,22.20327,17.58166,18.5238,19.38046
286.32483,298.40988,295.496,291.1098,291.67078,292.5302,5.96E-08,13.09.2019 12:00:00,,26.1,52.3,28.5,18.8,0,13.17483,25.25988,22.346,17.9598,18.52078,19.3802
286.4941,298.74554,295.67673,291.4707,291.67017,292.52975,5.96E-08,13.09.2019 13:00:00,,25.6,54.4,28.8,19.4,0,13.3441,25.59554,22.52673,18.3207,18.52017,19.37975
286.65695,298.9279,295.6111,291.80096,291.6729,292.52817,5.00E-05,13.09.2019 14:00:00,,26.1,51.8,28.8,20,0,13.50695,25.7779,22.4611,18.65096,18.5229,19.37817
286.60376,298.9569,295.60938,292.0938,291.67715,292.52792,5.96E-08,13.09.2019 15:00:00,,25.5,54.7,27,20.3,0,13.45376,25.8069,22.45938,18.9438,18.52715,19.37792
