,Wind speed.mean,Wind direction.mean,u10,v10
305,0.052777778,155.5833333,-0.5881501,-1.2475106
306,0.904166667,66.15,0.52327424,-1.07453
307,1.056944444,238.0152778,0.07791196,-3.5285878
308,0.579166667,176.1652778,0.5766832,-0.75885427
309,0.775,165.875,-0.18017416,-2.6670291
310,0.119444444,237.4875,-0.7457928,0.24818635
311,0.188888889,210.2375,-0.5569661,-0.71630585
312,0.041666667,211.9555556,-0.061123744,0.7186341
313,0.25,164.9027778,1.7280781,2.3098326
314,0.236111111,124.3166667,1.769944,0.7786478
315,0.348611111,117.2597222,2.76473,1.8518337
316,0.711111111,103.7680556,1.7018905,0.48210967
317,1.266666667,59.98611111,2.261996,-2.1789303
318,0.415277778,57.48611111,0.30309126,-1.982353
319,0.1,45.4875,0.27259642,-1.2922885
320,0.084722222,67.62083333,-1.026621,-0.8718212
321,0.1625,265.95,-2.0117586,0.113666534
322,0.543055556,282.2402778,-1.6556413,0.9711375
323,0.644444444,271.3736111,-2.4664245,0.68611896
324,0.343055556,226.1819444,-1.7052599,0.48526824
325,0.563888889,257.1472222,-2.871127,1.7342216
326,0.015277778,239.5069444,-1.6733868,1.3165413
327,0.065277778,63.1,0.89817107,-0.142367
328,0.226388889,65.01805556,2.5591915,-0.5873601
329,0.458333333,62.33055556,2.0793717,-0.9743833
330,0.198611111,114.6638889,0.039147362,0.8581706
331,0.197222222,132.0944444,-0.14433844,0.5720372
332,0.086111111,132.6222222,-0.848476,0.558288
333,0.741666667,155.9486111,-0.88689595,-0.89931977
