dateandtime,air-temp-1.8m-2m,air-hum,air-temp-1m,soil-temp,leaf-hum,rain
18.12.2019. 0:50:00,12.5,81.3,12.1,7.4,100,0
18.12.2019. 0:40:00,12.4,81.5,11.9,7.4,100,0
18.12.2019. 0:30:00,12.2,82.3,11.7,7.4,100,0
18.12.2019. 0:20:00,12.4,81.9,11.8,7.4,100,0
18.12.2019. 0:10:00,12.3,82.3,11.8,7.4,100,0
18.12.2019. 0:00:00,12,83.6,11.4,7.4,100,0
17.12.2019. 23:50:00,11.8,84.2,11.3,7.4,100,0
17.12.2019. 23:40:00,12.7,81.6,12.2,7.4,100,0
17.12.2019. 23:30:00,12.8,80.9,12.4,7.5,100,0
17.12.2019. 23:20:00,13.1,80.1,12.7,7.5,100,0
17.12.2019. 23:10:00,12.8,81.1,12.4,7.5,100,0
17.12.2019. 23:00:00,12.5,81.7,12.1,7.5,100,0
17.12.2019. 22:50:00,12.5,81.7,12,7.5,100,0
17.12.2019. 22:40:00,12.1,82.9,11.6,7.5,100,0
17.12.2019. 22:30:00,11.7,83.9,11.2,7.5,100,0
17.12.2019. 22:20:00,11.4,84.9,10.6,7.5,100,0
17.12.2019. 22:10:00,11.7,84,11.1,7.6,100,0
17.12.2019. 22:00:00,11.9,83,11.3,7.5,100,0
17.12.2019. 21:50:00,12.1,82.5,11.5,7.5,100,0
17.12.2019. 21:40:00,12.4,81.4,11.8,7.6,100,0
17.12.2019. 21:30:00,12.6,80.7,11.9,7.6,100,0
17.12.2019. 21:20:00,12.5,80.7,11.8,7.6,100,0
17.12.2019. 21:10:00,12.3,81.1,11.6,7.6,100,0
17.12.2019. 21:00:00,12.5,80.5,11.8,7.6,100,0
17.12.2019. 20:50:00,12.5,80.7,11.8,7.6,100,0
17.12.2019. 20:40:00,11.8,82.9,11.1,7.6,100,0
17.12.2019. 20:30:00,12,82.2,11.2,7.6,100,0
17.12.2019. 20:20:00,12,82.5,11.2,7.6,100,0
17.12.2019. 20:10:00,11.7,83.7,11.1,7.6,100,0
17.12.2019. 20:00:00,11.4,84.9,10.8,7.7,100,0
17.12.2019. 19:50:00,11,86.3,10,7.7,100,0
17.12.2019. 19:40:00,10.8,86.4,9.8,7.7,100,0
17.12.2019. 19:30:00,11.1,85.6,10.1,7.7,100,0
17.12.2019. 19:20:00,11,86.7,10.1,7.6,100,0
17.12.2019. 19:10:00,10.6,87.8,9.6,7.7,100,0
17.12.2019. 19:00:00,10.8,87,9.8,7.7,100,0
17.12.2019. 18:50:00,11.5,84.7,10.4,7.6,100,0
17.12.2019. 18:40:00,12.4,82.3,11.5,7.7,100,0
17.12.2019. 18:30:00,12.8,81.2,12.1,7.6,100,0
17.12.2019. 18:20:00,12.4,82.8,11.6,7.7,100,0
17.12.2019. 18:10:00,12.6,82,11.8,7.6,100,0
17.12.2019. 18:00:00,12.7,81.4,11.8,7.6,100,0
17.12.2019. 17:50:00,12.8,81.4,12,7.6,100,0
17.12.2019. 17:40:00,13.2,80.7,12.5,7.6,100,0
17.12.2019. 17:30:00,13.4,80.2,12.8,7.6,100,0
17.12.2019. 17:20:00,14.2,77.8,13.6,7.6,100,0
17.12.2019. 17:10:00,14.4,76.9,13.9,7.6,100,0
17.12.2019. 17:00:00,15,75,14.5,7.6,100,0
17.12.2019. 16:50:00,14.7,75.7,14.2,7.6,100,0
17.12.2019. 16:40:00,15.3,73.7,14.9,7.5,0,0
17.12.2019. 16:30:00,15,75.4,14.6,7.6,100,0
17.12.2019. 16:20:00,15,75.5,14.5,7.5,100,0
17.12.2019. 16:10:00,14.9,76.2,14.4,7.5,100,0
17.12.2019. 16:00:00,15.3,74.9,14.8,7.4,100,0
17.12.2019. 15:50:00,15.7,73.3,15.3,7.4,0,0
17.12.2019. 15:40:00,16,71.9,15.6,7.4,0,0
17.12.2019. 15:30:00,15.8,73.8,15.5,7.4,0,0
17.12.2019. 15:20:00,15.9,73.8,15.7,7.4,0,0
17.12.2019. 15:10:00,15.9,74.9,15.7,7.3,0,0
17.12.2019. 15:00:00,16.2,73.2,16.1,7.3,0,0
17.12.2019. 14:50:00,16.3,73.3,16.2,7.3,0,0
17.12.2019. 14:40:00,16.4,73.3,16.5,7.2,0,0
17.12.2019. 14:30:00,16.7,72.6,16.9,7.2,0,0
17.12.2019. 14:20:00,17,71.3,17.3,7.2,0,0
17.12.2019. 14:10:00,17.1,70.7,17.5,7.2,0,0
17.12.2019. 14:00:00,17.1,70.8,17.8,7.1,0,0
17.12.2019. 13:50:00,17.1,70.7,17.9,7.1,0,0
17.12.2019. 13:40:00,17.1,71.3,17.8,7,0,0
17.12.2019. 13:30:00,17.2,70.5,18.1,7,0,0
17.12.2019. 13:20:00,17.3,70.3,18.2,7,0,0
17.12.2019. 13:10:00,17.5,70.6,18.4,6.9,0,0
17.12.2019. 13:00:00,17.4,70.6,18.4,6.9,0,0
17.12.2019. 12:50:00,17.3,70.5,18.5,6.9,0,0
17.12.2019. 12:40:00,17.1,70.3,18.2,6.8,0,0
17.12.2019. 12:30:00,17,71.7,17.8,6.8,0,0
17.12.2019. 12:20:00,17.1,70,18.1,6.8,0,0
17.12.2019. 12:10:00,17.2,71.3,17.9,6.7,0,0
17.12.2019. 12:00:00,17.5,69.8,18.7,6.7,0,0
17.12.2019. 11:50:00,17.6,69.7,19.5,6.6,0,0
17.12.2019. 11:40:00,17.5,71.8,18.6,6.6,0,0
17.12.2019. 11:30:00,17.3,69.7,18.2,6.6,0,0
17.12.2019. 11:20:00,17.8,69.2,20.6,6.6,0,0
17.12.2019. 11:10:00,17.6,71.3,20.4,6.6,0,0
17.12.2019. 11:00:00,17.6,70.7,20.3,6.5,0,0
17.12.2019. 10:50:00,17.2,70,19.9,6.5,0,0
17.12.2019. 10:40:00,16.7,73,18.7,6.4,0,0
17.12.2019. 10:30:00,16.3,74.5,17.6,6.4,0,0
17.12.2019. 10:20:00,16.7,73.9,19.1,6.4,0,0
17.12.2019. 10:10:00,16.6,73.9,19.2,6.4,0,0
17.12.2019. 10:00:00,16.1,74.3,18.9,6.4,0,0
17.12.2019. 9:50:00,15.4,75.8,17.6,6.4,100,0
17.12.2019. 9:40:00,14.8,77.5,16.5,6.4,100,0
17.12.2019. 9:30:00,14.2,77.9,15.5,6.4,100,0
17.12.2019. 9:20:00,13.3,79.7,13.9,6.4,100,0
17.12.2019. 9:10:00,13,80.5,13.2,6.3,100,0
17.12.2019. 9:00:00,12.9,80.5,13.1,6.4,100,0
17.12.2019. 8:50:00,12.7,80.7,12.8,6.3,100,0
17.12.2019. 8:40:00,12.6,80.3,12.6,6.3,100,0
17.12.2019. 8:30:00,12.5,80.5,12.4,6.3,100,0
17.12.2019. 8:20:00,12.4,80.2,12.3,6.3,100,0
17.12.2019. 8:10:00,12.4,80.2,12.2,6.3,100,0
17.12.2019. 8:00:00,12.3,80.3,12.1,6.3,100,0
17.12.2019. 7:50:00,12.1,80.7,11.9,6.3,100,0
17.12.2019. 7:40:00,12.2,80.3,12,6.2,100,0
17.12.2019. 7:30:00,12.3,80.1,12.1,6.3,100,0
17.12.2019. 7:20:00,12.3,80.6,12,6.2,100,0
17.12.2019. 7:10:00,12.4,80.4,12.1,6.2,100,0
17.12.2019. 7:00:00,12.4,80.3,12.1,6.2,100,0
17.12.2019. 6:50:00,12.4,80.5,12.1,6.2,100,0
17.12.2019. 6:40:00,12.3,80.8,12.1,6.2,100,0
17.12.2019. 6:30:00,12.3,81.2,12,6.2,100,0
17.12.2019. 6:20:00,12.3,81.3,12.1,6.2,100,0
17.12.2019. 6:10:00,12.5,80.7,12.2,6.2,100,0
17.12.2019. 6:00:00,12.6,80,12.3,6.2,100,0
17.12.2019. 5:50:00,12.6,80.3,12.3,6.2,100,0
17.12.2019. 5:40:00,12.8,79.4,12.5,6.2,100,0
17.12.2019. 5:30:00,12.7,79.6,12.4,6.2,100,0
17.12.2019. 5:20:00,12.8,79.3,12.5,6.1,100,0
17.12.2019. 5:10:00,12.9,78.6,12.7,6.1,100,0
17.12.2019. 5:00:00,12.8,78.8,12.5,6.1,100,0
17.12.2019. 4:50:00,12.7,79,12.4,6.1,100,0
17.12.2019. 4:40:00,12.6,79.2,12.4,6.1,100,0
17.12.2019. 4:30:00,12.6,78.9,12.4,6.1,100,0
17.12.2019. 4:20:00,12.8,78.2,12.5,6.1,100,0
17.12.2019. 4:10:00,12.9,77.2,12.7,6.1,100,0
17.12.2019. 4:00:00,13.2,76.6,12.9,6.1,100,0
17.12.2019. 3:50:00,13.2,76.2,12.9,6.1,100,0
17.12.2019. 3:40:00,13.4,75.2,13.1,6.1,100,0
17.12.2019. 3:30:00,13.3,75.9,13,6.1,100,0
17.12.2019. 3:20:00,13.2,75.9,12.9,6,100,0
17.12.2019. 3:10:00,13.2,75.8,12.9,6,100,0
17.12.2019. 3:00:00,13.4,74.7,13.1,6,100,0
17.12.2019. 2:50:00,13.4,74.6,13.1,6,100,0
17.12.2019. 2:40:00,13.3,74.9,13,5.9,100,0
17.12.2019. 2:30:00,13.3,74.4,13,5.9,100,0
17.12.2019. 2:20:00,13.4,74.1,13.1,5.9,100,0
17.12.2019. 2:10:00,13.5,73.4,13.1,6,100,0
17.12.2019. 2:00:00,13.4,73.5,13.1,5.9,100,0
17.12.2019. 1:50:00,13.4,73.2,13.1,5.9,100,0
17.12.2019. 1:40:00,13.1,74.5,12.8,5.9,100,0
17.12.2019. 1:30:00,13.3,74.1,12.9,5.9,100,0
17.12.2019. 1:20:00,13.3,73.5,13.1,5.9,100,0
17.12.2019. 1:10:00,13.3,73.7,13,5.9,100,0
17.12.2019. 1:00:00,13.2,73.8,12.9,5.9,100,0
17.12.2019. 0:50:00,13.1,74.6,12.8,5.9,100,0
17.12.2019. 0:40:00,12.7,76.9,12.4,5.9,100,0
17.12.2019. 0:30:00,12.8,76.5,12.5,5.9,100,0
17.12.2019. 0:20:00,12.8,76.8,12.4,5.8,100,0
17.12.2019. 0:10:00,12.4,78.3,12,5.8,100,0
17.12.2019. 0:00:00,12.3,78.3,11.9,5.8,100,0
16.12.2019. 23:50:00,12.9,75.9,12.6,5.8,100,0
16.12.2019. 23:40:00,13.2,74.8,12.8,5.8,100,0
16.12.2019. 23:30:00,13.3,74.7,12.9,5.8,100,0
16.12.2019. 23:20:00,13.2,74.9,12.9,5.8,100,0
16.12.2019. 23:10:00,13.3,74.6,12.9,5.8,100,0
16.12.2019. 23:00:00,13.2,75.2,12.8,5.8,100,0
16.12.2019. 22:50:00,13.4,74.7,13.1,5.8,100,0
16.12.2019. 22:40:00,13.3,75.6,12.9,5.7,100,0
16.12.2019. 22:30:00,13.4,74.9,13.1,5.7,100,0
16.12.2019. 22:20:00,13.5,75.2,13.2,5.8,100,0
16.12.2019. 22:10:00,13.3,76.2,13.1,5.7,100,0
16.12.2019. 22:00:00,13.3,76.3,13.1,5.7,100,0
16.12.2019. 21:50:00,13.2,76.7,12.9,5.7,100,0
16.12.2019. 21:40:00,13.2,76.7,12.9,5.7,100,0
16.12.2019. 21:30:00,13.3,76.7,13,5.7,100,0
16.12.2019. 21:20:00,13.2,76.8,13,5.7,100,0
16.12.2019. 21:10:00,13.3,76.6,13,5.6,100,0
16.12.2019. 21:00:00,12.3,80.1,12,5.6,100,0
16.12.2019. 20:50:00,12,81.8,11.6,5.6,100,0
16.12.2019. 20:40:00,11.9,82.1,11.6,5.6,100,0
16.12.2019. 20:30:00,11.4,83.8,10.8,5.6,100,0
16.12.2019. 20:20:00,11.4,83.8,11,5.6,100,0
16.12.2019. 20:10:00,11.4,84.3,10.9,5.6,100,0
16.12.2019. 20:00:00,11.9,82.5,11.2,5.6,100,0
16.12.2019. 19:50:00,12.5,80.8,12,5.6,100,0
16.12.2019. 19:40:00,12.8,79.8,12.5,5.5,100,0
16.12.2019. 19:30:00,13,79.5,12.6,5.5,100,0
16.12.2019. 19:20:00,12.9,79.8,12.6,5.5,100,0
16.12.2019. 19:10:00,12.8,80.2,12.4,5.4,100,0
16.12.2019. 19:00:00,12.9,80,12.6,5.4,100,0
16.12.2019. 18:50:00,12.7,80.8,12.3,5.4,100,0
16.12.2019. 18:40:00,12.9,80.3,12.6,5.4,100,0
16.12.2019. 18:30:00,12.8,80.9,12.5,5.4,100,0
16.12.2019. 18:20:00,12.9,80.5,12.7,5.4,100,0
16.12.2019. 18:10:00,13.1,79.9,12.9,5.4,100,0
16.12.2019. 18:00:00,13,80.5,12.8,5.3,100,0
16.12.2019. 17:50:00,12.9,81.4,12.6,5.3,100,0
16.12.2019. 17:40:00,13,81.1,12.7,5.3,100,0
16.12.2019. 17:30:00,12.8,81.8,12.5,5.3,100,0
16.12.2019. 17:20:00,12.9,81.6,12.6,5.2,100,0
16.12.2019. 17:10:00,13,81.3,12.7,5.2,100,0
16.12.2019. 17:00:00,12.7,82.4,12.3,5.2,100,0
16.12.2019. 16:50:00,12.8,81.9,12.4,5.2,100,0
16.12.2019. 16:40:00,12.6,82.4,12.2,5.1,100,0
16.12.2019. 16:30:00,12.9,81.2,12.5,5.1,100,0
16.12.2019. 16:20:00,13.1,80.3,12.8,5.1,100,0
16.12.2019. 16:10:00,13.2,79.9,12.9,5.1,100,0
16.12.2019. 16:00:00,13.3,79.6,13,5.1,100,0
16.12.2019. 15:50:00,13.2,80.1,12.9,5,100,0
16.12.2019. 15:40:00,13.4,79.7,13.1,5,100,0
16.12.2019. 15:30:00,13.4,80,13.2,4.9,100,0
16.12.2019. 15:20:00,13.4,80.7,13.1,4.9,100,0
16.12.2019. 15:10:00,13.6,79.8,13.5,4.9,100,0
16.12.2019. 15:00:00,13.6,80.2,13.5,4.9,100,0
16.12.2019. 14:50:00,13.4,81.1,13.4,4.8,100,0
16.12.2019. 14:40:00,13.3,82.4,13.3,4.8,100,0
16.12.2019. 14:30:00,13.3,82.8,13.4,4.8,100,0
16.12.2019. 14:20:00,13.3,82.4,13.4,4.7,100,0
16.12.2019. 14:10:00,13.1,83.3,13.2,4.7,100,0
16.12.2019. 14:00:00,13,83.7,13.2,4.6,100,0
16.12.2019. 13:50:00,13,84.1,13.1,4.6,100,0
16.12.2019. 13:40:00,12.9,84.2,13.1,4.5,100,0
16.12.2019. 13:30:00,12.8,84.5,13,4.5,100,0
16.12.2019. 13:20:00,12.7,84.9,12.9,4.4,100,0
16.12.2019. 13:10:00,12.6,85.1,12.8,4.4,100,0
16.12.2019. 13:00:00,12.7,84.6,12.9,4.4,100,0
16.12.2019. 12:50:00,12.7,84.9,12.9,4.3,100,0
16.12.2019. 12:40:00,12.9,84.2,13.2,4.3,100,0
16.12.2019. 12:30:00,13,83.6,13.3,4.2,100,0
16.12.2019. 12:20:00,12.9,83.8,13.4,4.2,100,0
16.12.2019. 12:10:00,13,84,13.7,4.2,100,0
16.12.2019. 12:00:00,12.6,84.4,13,4.1,100,0
16.12.2019. 11:50:00,12.5,84,13,4.1,100,0
16.12.2019. 11:40:00,12.4,84.9,12.9,4.1,100,0
16.12.2019. 11:30:00,12.2,84.7,12.5,4.1,100,0
16.12.2019. 11:20:00,12.2,84.5,12.4,4,100,0
16.12.2019. 11:10:00,12.2,84.4,12.3,4,100,0
16.12.2019. 11:00:00,12.3,84.1,12.4,3.9,100,0
16.12.2019. 10:50:00,12.3,84,12.6,3.9,100,0
16.12.2019. 10:40:00,12.5,83.4,12.8,3.9,100,0
16.12.2019. 10:30:00,12.5,83.7,12.8,3.9,100,0
16.12.2019. 10:20:00,12.5,84.4,12.9,3.8,100,0
16.12.2019. 10:10:00,12.6,84,13,3.8,100,0
16.12.2019. 10:00:00,12.7,84,13.2,3.8,100,0
16.12.2019. 9:50:00,13.1,82.4,14.8,3.8,100,0
16.12.2019. 9:40:00,13.2,82.7,15.8,3.8,100,0
16.12.2019. 9:30:00,12.9,82.5,15.7,3.8,100,0
16.12.2019. 9:20:00,12.7,82.8,14.8,3.8,100,0
16.12.2019. 9:10:00,12,84.1,13,3.8,100,0
16.12.2019. 9:00:00,11.6,85.3,12,3.7,100,0
16.12.2019. 8:50:00,11.5,85.8,11.4,3.7,100,0
16.12.2019. 8:40:00,11.5,86,11.7,3.7,100,0
16.12.2019. 8:30:00,11.1,86.4,11.4,3.7,100,0
16.12.2019. 8:20:00,10.9,86.7,10.9,3.7,100,0
16.12.2019. 8:10:00,10.6,87.2,10.6,3.7,100,0
16.12.2019. 8:00:00,10.2,87.7,10.1,3.7,100,0
16.12.2019. 7:50:00,9.7,88.1,9.7,3.7,100,0
16.12.2019. 7:40:00,9.3,88.7,9.1,3.7,100,0
16.12.2019. 7:30:00,8.7,89.4,8.6,3.7,100,0
16.12.2019. 7:20:00,8.2,90.3,8.1,3.7,100,0
16.12.2019. 7:10:00,7.6,90.5,7.4,3.7,100,0
16.12.2019. 7:00:00,7.3,90.9,7.1,3.7,100,0
16.12.2019. 6:50:00,6.9,91.1,6.7,3.7,100,0
16.12.2019. 6:40:00,6.7,91,6.2,3.7,100,0
16.12.2019. 6:30:00,6.8,90.9,6.2,3.7,100,0
16.12.2019. 6:20:00,7,91.1,6.5,3.7,100,0
16.12.2019. 6:10:00,6.8,91.1,6.6,3.7,100,0
16.12.2019. 6:00:00,6.5,91.1,6.1,3.7,100,0
16.12.2019. 5:50:00,6.4,91,6,3.8,100,0
16.12.2019. 5:40:00,6.5,91,5.9,3.7,100,0
16.12.2019. 5:30:00,6.3,90.9,5.9,3.7,100,0
16.12.2019. 5:20:00,6.3,90.7,5.9,3.7,100,0
16.12.2019. 5:10:00,6.6,90.8,5.9,3.7,100,0
16.12.2019. 5:00:00,6.7,90.7,5.8,3.7,100,0
16.12.2019. 4:50:00,7,90.6,6.1,3.7,100,0
16.12.2019. 4:40:00,7.1,90.3,6.4,3.7,100,0
16.12.2019. 4:30:00,7.3,90,6.9,3.7,100,0
16.12.2019. 4:20:00,7.4,90.2,6.9,3.8,100,0
16.12.2019. 4:10:00,7.2,90.2,6.8,3.7,100,0
16.12.2019. 4:00:00,7.3,90,6.9,3.7,100,0
16.12.2019. 3:50:00,7.4,90.2,6.9,3.7,100,0
16.12.2019. 3:40:00,7.3,90.2,7,3.7,100,0
16.12.2019. 3:30:00,7.2,90.1,6.7,3.7,100,0
16.12.2019. 3:20:00,7.2,90.2,6.8,3.7,100,0
16.12.2019. 3:10:00,7.1,90.2,6.6,3.7,100,0
16.12.2019. 3:00:00,6.9,89.7,6.2,3.7,100,0
16.12.2019. 2:50:00,7.5,89.5,6.9,3.7,100,0
16.12.2019. 2:40:00,7.7,89.6,6.9,3.7,100,0
16.12.2019. 2:30:00,7.8,89.3,6.9,3.7,100,0
16.12.2019. 2:20:00,8,89.4,7.1,3.7,100,0
16.12.2019. 2:10:00,7.5,89.3,6.7,3.7,100,0
16.12.2019. 2:00:00,8.2,88.7,7.7,3.7,100,0
16.12.2019. 1:50:00,8.5,89.4,8.1,3.7,100,0
16.12.2019. 1:40:00,7.3,90.3,6.8,3.7,100,0
16.12.2019. 1:30:00,6.7,90.2,6.1,3.7,100,0
16.12.2019. 1:20:00,7.1,89.6,6.4,3.7,100,0
16.12.2019. 1:10:00,7.2,89.3,6.7,3.7,100,0
16.12.2019. 1:00:00,7.6,89.2,7.2,3.7,100,0
16.12.2019. 0:50:00,7.5,89.4,7.3,3.7,100,0
16.12.2019. 0:40:00,7.5,89.5,7.3,3.7,100,0
16.12.2019. 0:30:00,7.1,89.6,6.7,3.7,100,0
16.12.2019. 0:20:00,7.3,89.4,6.8,3.7,100,0
16.12.2019. 0:10:00,7.8,88.8,7.4,3.7,100,0
16.12.2019. 0:00:00,7.2,90,7,3.7,100,0
15.12.2019. 23:50:00,6.7,90.2,6.5,3.7,100,0
15.12.2019. 23:40:00,6.2,90,5.9,3.7,100,0
15.12.2019. 23:30:00,6.3,89.6,5.9,3.7,100,0
15.12.2019. 23:20:00,6.8,89.3,6.3,3.7,100,0
15.12.2019. 23:10:00,7.4,89.1,7.1,3.7,100,0
15.12.2019. 23:00:00,7.4,89.7,7.1,3.7,100,0
15.12.2019. 22:50:00,7.3,90.6,6.9,3.7,100,0
15.12.2019. 22:40:00,6.2,91.4,5.4,3.7,100,0
15.12.2019. 22:30:00,5.6,90.6,4.6,3.7,100,0
15.12.2019. 22:20:00,5.8,90.9,4.6,3.7,100,0
15.12.2019. 22:10:00,5.4,90.7,4.1,3.7,100,0
15.12.2019. 22:00:00,5.3,90.5,3.9,3.8,100,0
15.12.2019. 21:50:00,5.7,90.1,4.4,3.7,100,0
15.12.2019. 21:40:00,5.9,89.6,4.9,3.7,100,0
15.12.2019. 21:30:00,6.5,89.6,6,3.7,100,0
15.12.2019. 21:20:00,6.5,89.3,5.9,3.7,100,0
15.12.2019. 21:10:00,6.8,89.2,6.4,3.7,100,0
15.12.2019. 21:00:00,6.6,89.8,5.9,3.7,100,0
15.12.2019. 20:50:00,6.3,89.9,5.8,3.6,100,0
15.12.2019. 20:40:00,6.4,89.5,6.1,3.6,100,0
15.12.2019. 20:30:00,6.5,89.5,6.2,3.6,100,0
15.12.2019. 20:20:00,6.8,89.1,6.4,3.6,100,0
15.12.2019. 20:10:00,7.2,88.8,6.9,3.6,100,0
15.12.2019. 20:00:00,7.4,88.6,7.2,3.6,100,0
15.12.2019. 19:50:00,7.5,88.5,7.3,3.6,100,0
15.12.2019. 19:40:00,7.5,88.4,7.3,3.6,100,0
15.12.2019. 19:30:00,7.6,88.2,7.4,3.6,100,0
15.12.2019. 19:20:00,7.7,88.3,7.5,3.6,100,0
15.12.2019. 19:10:00,7.7,88.6,7.5,3.6,100,0
15.12.2019. 19:00:00,7.5,88.6,7.4,3.6,100,0
15.12.2019. 18:50:00,7.4,88.7,7.2,3.6,100,0
15.12.2019. 18:40:00,7.4,88.7,7.1,3.6,100,0
15.12.2019. 18:30:00,7.4,88.5,7.1,3.6,100,0
15.12.2019. 18:20:00,7.3,88.6,7,3.5,100,0
15.12.2019. 18:10:00,7.4,88.4,7.1,3.5,100,0
15.12.2019. 18:00:00,7.2,88.7,6.9,3.5,100,0
15.12.2019. 17:50:00,7.2,88.4,7,3.5,100,0
15.12.2019. 17:40:00,7.2,88.5,6.9,3.4,100,0
15.12.2019. 17:30:00,7.3,88.2,7,3.4,100,0
15.12.2019. 17:20:00,7.4,88.2,7.1,3.4,100,0
15.12.2019. 17:10:00,7.3,88.2,7,3.4,100,0
15.12.2019. 17:00:00,7.4,88,7.1,3.4,100,0
15.12.2019. 16:50:00,7.5,87.7,7.2,3.4,100,0
15.12.2019. 16:40:00,7.4,88,7.2,3.4,100,0
15.12.2019. 16:30:00,7.1,88.3,6.7,3.3,100,0
15.12.2019. 16:20:00,7.7,87.4,7.4,3.2,100,0
15.12.2019. 16:10:00,7.9,87.1,7.6,3.2,100,0
15.12.2019. 16:00:00,8,87,7.8,3.2,100,0
15.12.2019. 15:50:00,8.2,87,8,3.2,100,0
15.12.2019. 15:40:00,8.4,86.8,8.2,3.1,100,0
15.12.2019. 15:30:00,8.7,86,8.6,3.1,100,0
15.12.2019. 15:20:00,8.9,85.7,8.9,3.1,100,0
15.12.2019. 15:10:00,9,85.3,9,3.1,100,0
15.12.2019. 15:00:00,9.3,84.6,9.4,3,100,0
15.12.2019. 14:50:00,9.7,83.6,9.6,2.9,100,0
15.12.2019. 14:40:00,10.1,83.1,10.1,2.9,100,0
15.12.2019. 14:30:00,10.7,81,10.9,2.9,100,0
15.12.2019. 14:20:00,11.2,80,11.6,2.8,100,0
15.12.2019. 14:10:00,11.2,78.6,11.8,2.8,100,0
15.12.2019. 14:00:00,11.5,79.1,13.2,2.8,100,0
15.12.2019. 13:50:00,11.8,77.7,14.2,2.7,100,0
15.12.2019. 13:40:00,11.8,78,12.9,2.7,100,0
15.12.2019. 13:30:00,11.9,77.6,14,2.7,100,0
15.12.2019. 13:20:00,12,75.9,13.5,2.6,100,0
15.12.2019. 13:10:00,11.9,77,12.6,2.6,100,0
15.12.2019. 13:00:00,11.9,76.7,13.1,2.6,100,0
15.12.2019. 12:50:00,11.9,76.4,15.1,2.6,100,0
15.12.2019. 12:40:00,11.4,78.5,13.6,2.6,100,0
15.12.2019. 12:30:00,10.7,79.6,12.4,2.5,100,0
15.12.2019. 12:20:00,10,81.6,12.8,2.5,100,0
15.12.2019. 12:10:00,9.3,83.9,11.6,2.5,100,0
15.12.2019. 12:00:00,8.1,87.2,10.7,2.5,100,0
15.12.2019. 11:50:00,6.8,87.3,9.8,2.5,100,0
15.12.2019. 11:40:00,6.7,87,9.1,2.5,100,0
15.12.2019. 11:30:00,6.6,86.9,9.8,2.5,100,0
15.12.2019. 11:20:00,6.3,87.1,7.9,2.5,100,0
15.12.2019. 11:10:00,6.5,88.1,8.9,2.5,100,0
15.12.2019. 11:00:00,5.3,90.2,6.8,2.5,100,0
15.12.2019. 10:50:00,4.6,91.4,6.2,2.5,100,0
15.12.2019. 10:40:00,4.2,92.2,5.2,2.5,100,0.1
15.12.2019. 10:30:00,3.7,92.5,4.2,2.5,100,0
15.12.2019. 10:20:00,3.3,92.9,3.6,2.5,100,0
15.12.2019. 10:10:00,2.8,93.1,3.2,2.5,100,0
15.12.2019. 10:00:00,2.2,93.1,2.6,2.5,100,0
15.12.2019. 9:50:00,2.1,93.2,2.4,2.5,100,0
15.12.2019. 9:40:00,1.6,93.2,2,2.5,100,0
15.12.2019. 9:30:00,1.3,93.3,1.7,2.5,100,0.1
15.12.2019. 9:20:00,1,93.3,1.4,2.5,100,0
15.12.2019. 9:10:00,0.8,93.2,1.2,2.5,100,0
15.12.2019. 9:00:00,0.6,93.2,0.9,2.5,100,0
15.12.2019. 8:50:00,0.4,93.2,0.4,2.5,100,0
15.12.2019. 8:40:00,0.3,93.4,0.1,2.6,100,0
15.12.2019. 8:30:00,0.1,93.4,0.1,2.6,100,0
15.12.2019. 8:20:00,-0.1,93.4,0,2.6,100,0
15.12.2019. 8:10:00,-0.4,93.4,-0.4,2.6,100,0
15.12.2019. 8:00:00,-0.5,93.4,-0.5,2.6,100,0
15.12.2019. 7:50:00,-0.6,93.3,-0.6,2.6,100,0
15.12.2019. 7:40:00,-0.6,93.3,-0.6,2.6,100,0
15.12.2019. 7:30:00,-0.6,93.3,-0.6,2.6,100,0
15.12.2019. 7:20:00,-0.6,93.4,-0.7,2.6,100,0
15.12.2019. 7:10:00,-0.7,93.4,-0.9,2.6,100,0
15.12.2019. 7:00:00,-0.9,93.4,-1.5,2.6,100,0
15.12.2019. 6:50:00,-1.2,93.4,-1.5,2.6,100,0
15.12.2019. 6:40:00,-1.1,93.4,-1.8,2.7,100,0
15.12.2019. 6:30:00,-1.1,93.4,-1.8,2.7,100,0
15.12.2019. 6:20:00,-1.2,93.5,-2.1,2.7,100,0
15.12.2019. 6:10:00,-1.5,93.4,-2.3,2.7,100,0
15.12.2019. 6:00:00,-1.6,93.3,-2.4,2.7,100,0
15.12.2019. 5:50:00,-1.5,93.3,-2.5,2.7,100,0
15.12.2019. 5:40:00,-1.5,93.2,-2.3,2.7,100,0
15.12.2019. 5:30:00,-1.4,93.2,-2.2,2.8,100,0
15.12.2019. 5:20:00,-1.4,93.1,-2,2.8,100,0
15.12.2019. 5:10:00,-1.2,93.1,-2.1,2.8,100,0
15.12.2019. 5:00:00,-0.9,93.2,-1.8,2.8,100,0
15.12.2019. 4:50:00,-1.4,93.1,-2.1,2.8,100,0
15.12.2019. 4:40:00,-1.3,93.1,-1.9,2.8,100,0
15.12.2019. 4:30:00,-1.2,93.1,-1.8,2.8,100,0
15.12.2019. 4:20:00,-1,93.1,-1.4,2.8,100,0
15.12.2019. 4:10:00,-1.1,93.1,-1.3,2.8,100,0
15.12.2019. 4:00:00,-1.2,93,-1.6,2.8,100,0
15.12.2019. 3:50:00,-0.9,93,-1.1,2.9,100,0
