dateandtime,air-temp-1.8m-2m,air-hum,air-temp-1m,soil-temp,leaf-hum,rain
14.5.2019. 10:20:00,9.7,61.7,10.8,10.4,0,0
14.5.2019. 10:10:00,9.7,61.9,10.7,10.4,0,0
14.5.2019. 10:00:00,9.9,60.7,10.9,10.4,0,0
14.5.2019. 9:50:00,10.2,64.1,11.5,10.4,0,0
14.5.2019. 9:40:00,10.1,63.8,11.2,10.4,0,0
14.5.2019. 9:30:00,10,63.4,11.1,10.4,0,0
14.5.2019. 9:20:00,9.9,64.2,11.1,10.4,0,0
14.5.2019. 9:10:00,9.7,63.5,10.6,10.4,0,0
14.5.2019. 9:00:00,9.5,67.6,10.4,10.4,0,0
14.5.2019. 8:50:00,9.2,67,9.9,10.4,0,0
14.5.2019. 8:40:00,9.1,68.6,9.8,10.4,0,0
14.5.2019. 8:30:00,8.9,69.5,9.4,10.4,0,0
14.5.2019. 8:20:00,8.8,69.1,9.2,10.4,0,0
14.5.2019. 8:10:00,8.8,70.5,9.2,10.4,0,0
14.5.2019. 8:00:00,8.7,71.1,9,10.4,0,0
14.5.2019. 7:50:00,8.6,71.5,9,10.4,0,0
14.5.2019. 7:40:00,8.7,71.1,9.1,10.4,0,0
14.5.2019. 7:30:00,8.5,70.8,8.9,10.4,0,0
14.5.2019. 7:20:00,8.5,70.6,8.7,10.4,0,0
14.5.2019. 7:10:00,8.4,71.5,8.5,10.4,0,0
14.5.2019. 7:00:00,8.4,72,8.4,10.4,0,0
14.5.2019. 6:50:00,8.2,72.4,8.4,10.4,0,0
14.5.2019. 6:40:00,8.3,73.2,8.3,10.4,0,0
14.5.2019. 6:30:00,8.3,73.2,8.4,10.5,0,0
14.5.2019. 6:20:00,8.4,71.8,8.4,10.4,0,0
14.5.2019. 6:10:00,8.2,73.9,8.3,10.5,0,0
14.5.2019. 6:00:00,8.3,72.7,8.4,10.4,0,0
14.5.2019. 5:50:00,8.3,73,8.3,10.5,0,0
14.5.2019. 5:40:00,8.3,73.7,8.2,10.5,0,0
14.5.2019. 5:30:00,8.2,74,8.2,10.5,0,0
14.5.2019. 5:20:00,8.3,72.9,8.2,10.5,0,0
14.5.2019. 5:10:00,8.3,73.2,8.3,10.5,0,0
14.5.2019. 5:00:00,8.2,73.9,8.2,10.6,0,0
14.5.2019. 4:50:00,8.3,72.9,8.3,10.5,0,0
14.5.2019. 4:40:00,8.2,72.8,8.2,10.6,0,0
14.5.2019. 4:30:00,8.2,73.3,8.2,10.6,0,0
14.5.2019. 4:20:00,8.2,72.6,8.2,10.6,0,0
14.5.2019. 4:10:00,8.4,71.3,8.3,10.6,0,0
14.5.2019. 4:00:00,8.4,71.4,8.4,10.6,0,0
14.5.2019. 3:50:00,8.4,71,8.4,10.6,0,0
14.5.2019. 3:40:00,8.5,70.1,8.4,10.6,0,0
14.5.2019. 3:30:00,8.5,70.1,8.4,10.6,0,0
14.5.2019. 3:20:00,8.4,69.7,8.4,10.6,0,0
14.5.2019. 3:10:00,8.5,69.7,8.4,10.7,0,0
14.5.2019. 3:00:00,8.4,69.9,8.4,10.6,0,0
14.5.2019. 2:50:00,8.4,70.1,8.3,10.6,0,0
14.5.2019. 2:40:00,8.5,69.1,8.4,10.7,0,0
14.5.2019. 2:30:00,8.5,68.3,8.4,10.7,0,0
14.5.2019. 2:20:00,8.5,69.1,8.4,10.7,0,0
14.5.2019. 2:10:00,8.4,68.9,8.4,10.7,0,0
14.5.2019. 2:00:00,8.5,68.6,8.4,10.8,0,0
14.5.2019. 1:50:00,8.5,68.3,8.4,10.8,0,0
14.5.2019. 1:40:00,8.5,69.1,8.4,10.8,0,0
14.5.2019. 1:30:00,8.5,69.1,8.4,10.8,0,0
14.5.2019. 1:20:00,8.6,68,8.6,10.8,0,0
14.5.2019. 1:10:00,8.5,68.3,8.4,10.8,100,0
14.5.2019. 1:00:00,8.4,69.8,8.3,10.8,100,0
14.5.2019. 0:50:00,8.4,69.7,8.4,10.8,0,0
14.5.2019. 0:40:00,8.3,72.6,8.2,10.8,100,0
14.5.2019. 0:30:00,8.2,73.1,8.2,10.8,100,0
14.5.2019. 0:20:00,8.4,73.4,8.2,10.8,100,0
14.5.2019. 0:10:00,8.2,73.5,8.2,10.8,100,0
14.5.2019. 0:00:00,8.2,73.9,8.1,10.8,100,0
13.5.2019. 23:50:00,8.4,72.1,8.2,10.9,100,0
13.5.2019. 23:40:00,8.3,73.8,8.2,10.9,100,0
13.5.2019. 23:30:00,8.1,76.4,8.1,10.9,100,0
13.5.2019. 23:20:00,7.9,77.7,7.9,10.9,100,0
13.5.2019. 23:10:00,7.6,80.3,7.3,10.9,100,0
13.5.2019. 23:00:00,7.7,80.7,7,10.9,100,0.1
13.5.2019. 22:50:00,7.8,80.9,7.4,10.9,100,0
13.5.2019. 22:40:00,8,80.6,7.8,10.9,100,0
13.5.2019. 22:30:00,8,80.9,7.4,10.9,100,0
13.5.2019. 22:20:00,8.2,80.5,7.2,10.9,100,0.1
13.5.2019. 22:10:00,8.2,79.9,7.2,10.9,100,0
13.5.2019. 22:00:00,8.3,79.8,7.3,10.9,100,0.1
13.5.2019. 21:50:00,8.4,79.3,7.5,10.9,100,0.1
13.5.2019. 21:40:00,8.4,79.6,7.4,11,100,0
13.5.2019. 21:30:00,8.5,79,7.6,11,100,0
13.5.2019. 21:20:00,8.5,79.6,7.4,11,100,0.1
13.5.2019. 21:10:00,8.7,77.8,7.4,11,100,0
13.5.2019. 21:00:00,8.6,78.4,7.5,11,100,0.1
13.5.2019. 20:50:00,8.7,78.7,7.2,11.1,100,0
13.5.2019. 20:40:00,8.6,79.4,7,11.1,100,0.1
13.5.2019. 20:30:00,8.9,77.1,7.7,11.1,100,0.1
13.5.2019. 20:20:00,8.7,79.8,7.6,11.1,100,0
13.5.2019. 20:10:00,8.8,78.9,7.7,11.1,100,0
13.5.2019. 20:00:00,8.7,79.8,7.4,11.1,100,0
13.5.2019. 19:50:00,8.5,81.8,7.1,11.1,100,0.1
13.5.2019. 19:40:00,8.6,81.4,7.2,11.1,100,0.1
13.5.2019. 19:30:00,8.9,80.6,7.2,11.1,100,0
13.5.2019. 19:20:00,8.7,81.2,7.2,11.1,100,0.2
13.5.2019. 19:10:00,8.9,80.3,7.2,11.1,100,0.1
13.5.2019. 19:00:00,8.9,80.7,7.4,11.1,100,0.1
13.5.2019. 18:50:00,8.7,81.5,7.2,11.1,100,0.1
13.5.2019. 18:40:00,8.4,82.3,7.1,11.1,100,0.3
13.5.2019. 18:30:00,8.5,81.6,7.1,11.1,100,0.2
13.5.2019. 18:20:00,8.8,81.2,7.2,11.1,100,0.2
13.5.2019. 18:10:00,8.8,81.5,7.4,11.2,100,0.4
13.5.2019. 18:00:00,9.1,80.5,7.5,11.1,100,0.1
13.5.2019. 17:50:00,9.2,80.6,7.6,11.2,100,0.2
13.5.2019. 17:40:00,9.4,79.6,7.8,11.2,100,0.3
13.5.2019. 17:30:00,9.7,78.5,8.2,11.2,100,0
13.5.2019. 17:20:00,9.8,75.6,8.6,11.2,100,0
13.5.2019. 17:10:00,10,76.3,8.7,11.2,100,0
13.5.2019. 17:00:00,9.7,78.3,8.3,11.2,100,0.1
13.5.2019. 16:50:00,9.7,79,7.9,11.2,100,0.2
13.5.2019. 16:40:00,9.8,78.2,8.4,11.2,100,0.1
13.5.2019. 16:30:00,9.7,78.8,8.8,11.2,100,0
13.5.2019. 16:20:00,9.8,78.2,8.6,11.2,100,0
13.5.2019. 16:10:00,9.6,79.5,8,11.2,100,0.1
13.5.2019. 16:00:00,9.3,80.7,7.8,11.2,100,0.2
13.5.2019. 15:50:00,9.3,80,7.7,11.2,100,0.3
13.5.2019. 15:40:00,9.6,79,8.7,11.2,100,0.1
13.5.2019. 15:30:00,9.7,78,9,11.2,100,0
13.5.2019. 15:20:00,9.3,80.2,8.5,11.2,100,0
13.5.2019. 15:10:00,9.1,81.1,8.4,11.2,100,0
13.5.2019. 15:00:00,9,80.3,8.1,11.2,100,0.1
13.5.2019. 14:50:00,9,81,8.1,11.2,100,0
13.5.2019. 14:40:00,8.8,81.6,7.9,11.2,100,0
13.5.2019. 14:30:00,8.6,82.6,7.6,11.2,100,0
13.5.2019. 14:20:00,8.8,82,7.7,11.2,100,0.2
13.5.2019. 14:10:00,9.1,80.5,8.4,11.2,100,0
13.5.2019. 14:00:00,9.1,80.6,8.4,11.3,100,0
13.5.2019. 13:50:00,9,80.6,8.2,11.2,100,0
13.5.2019. 13:40:00,8.9,81.1,7.9,11.2,100,0
13.5.2019. 13:30:00,8.9,81.6,7.8,11.2,100,0
13.5.2019. 13:20:00,9,82,7.9,11.3,100,0
13.5.2019. 13:10:00,8.9,81.9,8.1,11.3,100,0
13.5.2019. 13:00:00,8.7,82.3,7.6,11.3,100,0.1
13.5.2019. 12:50:00,8.6,82.8,7.4,11.3,100,0.2
13.5.2019. 12:40:00,8.7,83,7.5,11.3,100,0.2
13.5.2019. 12:30:00,8.8,83.3,7.9,11.3,100,0.1
13.5.2019. 12:20:00,8.6,83.7,7.9,11.4,100,0
13.5.2019. 12:10:00,8.5,84.1,7.8,11.4,100,0
13.5.2019. 12:00:00,8.2,85,7.5,11.4,100,0
13.5.2019. 11:50:00,8.1,85.7,7.3,11.4,100,0.1
13.5.2019. 11:40:00,7.9,86.3,7.3,11.4,100,0.3
13.5.2019. 11:30:00,7.9,86.4,7.4,11.4,100,0
13.5.2019. 11:20:00,7.9,86.6,7.4,11.4,100,0.2
13.5.2019. 11:10:00,7.8,86.5,7.2,11.4,100,0.2
13.5.2019. 11:00:00,7.5,86.9,7,11.5,100,0.3
13.5.2019. 10:50:00,7.3,87.1,6.8,11.5,100,0.1
13.5.2019. 10:40:00,7.3,87.3,6.9,11.6,100,0.2
13.5.2019. 10:30:00,7.3,87.4,6.9,11.6,100,0.2
13.5.2019. 10:20:00,7.2,87.3,6.8,11.6,100,0.1
13.5.2019. 10:10:00,7.1,87.6,6.7,11.6,100,0.4
13.5.2019. 10:00:00,7.1,87.6,6.7,11.6,100,0.5
13.5.2019. 9:50:00,7.1,87.5,6.7,11.7,100,0.2
13.5.2019. 9:40:00,7.1,87.6,6.7,11.7,100,0.3
13.5.2019. 9:30:00,6.9,88.1,6.7,11.7,100,0.8
13.5.2019. 9:20:00,6.9,87.8,6.6,11.8,100,0.8
13.5.2019. 9:10:00,7.1,87.4,6.6,11.8,100,0.5
13.5.2019. 9:00:00,7.2,86.8,6.7,11.8,100,0.3
13.5.2019. 8:50:00,7.2,86.8,6.7,11.8,100,0
13.5.2019. 8:40:00,7.2,86.8,6.8,11.9,100,0.1
13.5.2019. 8:30:00,7.2,87.1,6.7,11.9,100,0.1
13.5.2019. 8:20:00,7.1,87.4,6.7,11.9,100,0.4
13.5.2019. 8:10:00,7.1,86.9,6.6,11.9,100,0.1
13.5.2019. 8:00:00,7.1,87.1,6.6,12,100,0.6
13.5.2019. 7:50:00,7.1,87.3,6.7,12,100,0.2
13.5.2019. 7:40:00,7.1,87.4,6.7,12.1,100,0.4
13.5.2019. 7:30:00,7.2,87.5,6.8,12.1,100,0.4
13.5.2019. 7:20:00,7.2,87.8,6.9,12.1,100,0.5
13.5.2019. 7:10:00,7.2,87.8,6.9,12.2,100,0.8
13.5.2019. 7:00:00,7.3,87.6,6.9,12.2,100,0.6
13.5.2019. 6:50:00,7.4,87.7,6.9,12.2,100,0.4
13.5.2019. 6:40:00,7.4,87.8,6.9,12.2,100,0.5
13.5.2019. 6:30:00,7.4,87.8,7,12.3,100,0.8
13.5.2019. 6:20:00,7.4,87.6,7.1,12.4,100,0.6
13.5.2019. 6:10:00,7.4,87.6,7.1,12.4,100,0.6
13.5.2019. 6:00:00,7.4,87.8,7.1,12.4,100,0.5
13.5.2019. 5:50:00,7.4,88,7.1,12.5,100,1.2
13.5.2019. 5:40:00,7.4,87.6,7.1,12.5,100,0.8
13.5.2019. 5:30:00,7.5,87.5,7.1,12.6,100,0.2
13.5.2019. 5:20:00,7.5,87.3,7.1,12.6,100,0.9
13.5.2019. 5:10:00,7.5,87,7.1,12.6,100,0.7
13.5.2019. 5:00:00,7.6,86.6,7.1,12.7,100,0.8
13.5.2019. 4:50:00,7.7,86.1,7.1,12.7,100,0.3
13.5.2019. 4:40:00,7.8,86.1,7.1,12.8,100,0.2
13.5.2019. 4:30:00,7.8,86.1,7.1,12.8,100,0.3
13.5.2019. 4:20:00,7.8,86.2,7.1,12.8,100,0.5
13.5.2019. 4:10:00,7.8,85.8,7.1,12.8,100,0.3
13.5.2019. 4:00:00,7.8,85.7,7.1,12.8,100,0.2
13.5.2019. 3:50:00,7.8,86.1,7.2,12.8,100,0.3
13.5.2019. 3:40:00,7.9,85.9,7.2,12.9,100,0.2
13.5.2019. 3:30:00,7.9,85.8,7.3,12.9,100,0.3
13.5.2019. 3:20:00,8,85.6,7.3,12.9,100,0.2
13.5.2019. 3:10:00,8.1,85.6,7.3,13,100,0.4
13.5.2019. 3:00:00,8.1,85.3,7.4,13,100,0.2
13.5.2019. 2:50:00,8.2,85,7.4,13,100,0.4
13.5.2019. 2:40:00,8.3,84.8,7.4,13.1,100,0.3
13.5.2019. 2:30:00,8.4,84.4,7.5,13.1,100,0
13.5.2019. 2:20:00,8.4,84.5,7.6,13.1,100,0
13.5.2019. 2:10:00,8.4,84.8,7.6,13.1,100,0.3
13.5.2019. 2:00:00,8.6,84.2,7.7,13.1,100,0.5
13.5.2019. 1:50:00,8.7,83.7,7.8,13.2,100,0.3
13.5.2019. 1:40:00,8.8,83.6,7.8,13.2,100,0.1
13.5.2019. 1:30:00,8.7,84.1,7.8,13.2,100,0.2
13.5.2019. 1:20:00,8.8,83.9,7.8,13.2,100,0.4
13.5.2019. 1:10:00,9,83.2,8,13.2,100,0.2
13.5.2019. 1:00:00,9.1,82.8,8.1,13.3,100,0.1
13.5.2019. 0:50:00,9.3,81.9,8.2,13.3,100,0.1
13.5.2019. 0:40:00,9.6,81.2,8.5,13.3,100,0
13.5.2019. 0:30:00,9.9,79.1,9.8,13.4,100,0
13.5.2019. 0:20:00,9.8,79.8,9.8,13.4,100,0
13.5.2019. 0:10:00,9.9,79.8,9.7,13.4,100,0
13.5.2019. 0:00:00,9.9,79.4,9.6,13.4,100,0
12.5.2019. 23:50:00,10.1,78.6,9.9,13.4,100,0
12.5.2019. 23:40:00,10.2,77.9,10.2,13.5,100,0
12.5.2019. 23:30:00,10.2,78.6,10.1,13.6,100,0
12.5.2019. 23:20:00,10,79,9.9,13.6,100,0
12.5.2019. 23:10:00,10,79.5,9.6,13.6,100,0
12.5.2019. 23:00:00,10.2,77.9,10.2,13.6,100,0
12.5.2019. 22:50:00,10.4,77.3,10.4,13.6,100,0
12.5.2019. 22:40:00,10.4,77.3,10.4,13.7,0,0
12.5.2019. 22:30:00,10.3,78,10.2,13.7,100,0
12.5.2019. 22:20:00,10.5,77.3,10.4,13.7,100,0
12.5.2019. 22:10:00,10.5,77.1,10.5,13.8,0,0
12.5.2019. 22:00:00,10.6,77,10.6,13.8,0,0
12.5.2019. 21:50:00,10.6,77.1,10.6,13.8,0,0
12.5.2019. 21:40:00,10.7,76.9,10.6,13.8,0,0
12.5.2019. 21:30:00,10.7,76.9,10.6,13.8,100,0
12.5.2019. 21:20:00,10.9,76.3,10.9,13.9,0,0
12.5.2019. 21:10:00,10.9,76.1,10.9,13.9,0,0
12.5.2019. 21:00:00,10.9,76.4,10.9,13.9,0,0
12.5.2019. 20:50:00,11,76.1,11,13.9,0,0
12.5.2019. 20:40:00,11.1,76.3,11.1,13.9,0,0
12.5.2019. 20:30:00,11.3,76,11.2,14,0,0
12.5.2019. 20:20:00,11.4,75.9,11.3,14,0,0
12.5.2019. 20:10:00,11.5,75.2,11.5,14.1,0,0
12.5.2019. 20:00:00,11.5,75.9,11.5,14,0,0
12.5.2019. 19:50:00,11.8,76.1,11.8,14.1,0,0
12.5.2019. 19:40:00,11.9,77,11.9,14.1,0,0
12.5.2019. 19:30:00,11.9,76.8,11.9,14.1,0,0
12.5.2019. 19:20:00,12.1,76,12.1,14.1,0,0
12.5.2019. 19:10:00,12.3,78,12.2,14.1,0,0
12.5.2019. 19:00:00,12.7,76.5,12.7,14.1,0,0
12.5.2019. 18:50:00,13.2,76,13.2,14.2,0,0
12.5.2019. 18:40:00,13.4,75.6,13.5,14.1,0,0
12.5.2019. 18:30:00,13.1,76.5,13.3,14.2,0,0
12.5.2019. 18:20:00,13,77.4,13.3,14.2,0,0
12.5.2019. 18:10:00,13.2,77.8,13.4,14.2,0,0
12.5.2019. 18:00:00,13.6,76.9,13.9,14.2,0,0
12.5.2019. 17:50:00,13.7,77.2,14.2,14.2,0,0
12.5.2019. 17:40:00,13.8,76.4,14.1,14.2,0,0
12.5.2019. 17:30:00,14.2,74.6,14.6,14.2,0,0
12.5.2019. 17:20:00,14.6,75.9,15.1,14.2,0,0
12.5.2019. 17:10:00,14.5,76.2,15,14.2,0,0
12.5.2019. 17:00:00,14.7,76.1,15.2,14.2,0,0
12.5.2019. 16:50:00,14.8,75.8,15.3,14.2,0,0
12.5.2019. 16:40:00,14.9,76.8,15.5,14.2,0,0
12.5.2019. 16:30:00,14.9,76.3,15.3,14.2,0,0
12.5.2019. 16:20:00,15,77.1,15.6,14.2,0,0
12.5.2019. 16:10:00,14.7,77.5,15,14.1,0,0
12.5.2019. 16:00:00,14.5,78.6,14.8,14.1,0,0
12.5.2019. 15:50:00,14.7,78.9,14.9,14.1,0,0
12.5.2019. 15:40:00,14.9,78,15.1,14.1,100,0
12.5.2019. 15:30:00,15.2,77.5,15.6,14.1,0,0
12.5.2019. 15:20:00,15.6,77.6,16.3,14.1,0,0
12.5.2019. 15:10:00,15.8,77.1,16.8,14.1,0,0
12.5.2019. 15:00:00,15.8,76.5,16.6,14,0,0
12.5.2019. 14:50:00,15.6,76.7,16.4,14,0,0
12.5.2019. 14:40:00,16.1,75.3,17,13.9,0,0
12.5.2019. 14:30:00,16.7,75.5,17.8,13.9,0,0
12.5.2019. 14:20:00,16.7,75,17.9,13.9,0,0
12.5.2019. 14:10:00,16.3,76.5,17.2,13.9,0,0
12.5.2019. 14:00:00,16.8,74.8,17.9,13.9,0,0
12.5.2019. 13:50:00,17.3,76.4,19.2,13.8,0,0
12.5.2019. 13:40:00,16.5,75.2,17.6,13.8,0,0
12.5.2019. 13:30:00,17.3,73.6,19,13.8,0,0
12.5.2019. 13:20:00,17.2,74.9,19.2,13.7,0,0
12.5.2019. 13:10:00,17.7,74.1,19.8,13.7,0,0
12.5.2019. 13:00:00,17.8,75.4,20.3,13.7,0,0
12.5.2019. 12:50:00,17.6,74.3,19.9,13.6,0,0
12.5.2019. 12:40:00,17,74,19.1,13.6,0,0
12.5.2019. 12:30:00,16.9,74.7,18.8,13.6,0,0
12.5.2019. 12:20:00,16.5,74.7,18.2,13.6,0,0
12.5.2019. 12:10:00,17.1,74.5,18.9,13.5,0,0
12.5.2019. 12:00:00,17.5,72.6,19.9,13.4,0,0
12.5.2019. 11:50:00,16.9,73.1,18.9,13.4,0,0
12.5.2019. 11:40:00,16.6,74.3,18.2,13.4,0,0
12.5.2019. 11:30:00,17.1,74.6,19.6,13.4,0,0
12.5.2019. 11:20:00,16.7,73.1,18.6,13.4,0,0
12.5.2019. 11:10:00,17.2,73.3,19.9,13.4,0,0
12.5.2019. 11:00:00,16.8,74,19.2,13.4,0,0
12.5.2019. 10:50:00,16.5,74.6,19.2,13.4,0,0
12.5.2019. 10:40:00,15.7,75.7,18.5,13.4,0,0
12.5.2019. 10:30:00,14.9,77.2,16.8,13.4,0,0
12.5.2019. 10:20:00,14,79.8,15.5,13.4,0,0
12.5.2019. 10:10:00,13.4,80,14.6,13.4,0,0
12.5.2019. 10:00:00,13.2,80.7,14.2,13.4,0,0
12.5.2019. 9:50:00,12.9,81.2,13.9,13.4,0,0
12.5.2019. 9:40:00,12.7,81.4,13.4,13.4,100,0
12.5.2019. 9:30:00,12.7,81,13.7,13.4,100,0
12.5.2019. 9:20:00,12.3,81.7,13.2,13.4,100,0
12.5.2019. 9:10:00,11.9,82,12.4,13.4,100,0
12.5.2019. 9:00:00,11.9,82.4,12.4,13.4,100,0
12.5.2019. 8:50:00,11.9,82,12.5,13.4,100,0
12.5.2019. 8:40:00,11.9,81.8,12.5,13.4,100,0
12.5.2019. 8:30:00,11.9,81.9,12.6,13.5,100,0
12.5.2019. 8:20:00,11.9,81.9,12.7,13.5,100,0
12.5.2019. 8:10:00,11.9,82.1,12.8,13.5,100,0
12.5.2019. 8:00:00,11.7,82.3,12.5,13.6,100,0
12.5.2019. 7:50:00,11.5,82.8,12.2,13.5,100,0
12.5.2019. 7:40:00,11.2,82.9,11.8,13.6,100,0
12.5.2019. 7:30:00,11.1,83.1,11.6,13.6,100,0
12.5.2019. 7:20:00,11,82.8,11.6,13.6,100,0
12.5.2019. 7:10:00,10.9,83.6,11.5,13.6,100,0
12.5.2019. 7:00:00,10.7,83.4,11.1,13.6,100,0
12.5.2019. 6:50:00,10.6,83.2,10.8,13.6,100,0
12.5.2019. 6:40:00,10.6,82.9,10.7,13.6,100,0
12.5.2019. 6:30:00,10.5,83.3,10.6,13.6,100,0
12.5.2019. 6:20:00,10.5,82.8,10.7,13.7,100,0
12.5.2019. 6:10:00,10.4,83.2,10.6,13.7,100,0
12.5.2019. 6:00:00,10.2,83.8,10.2,13.8,100,0
12.5.2019. 5:50:00,10.2,83.9,10.1,13.8,100,0
12.5.2019. 5:40:00,10.5,83.1,10.2,13.8,100,0
12.5.2019. 5:30:00,10.7,82,10.6,13.8,100,0
12.5.2019. 5:20:00,10.7,81,10.7,13.8,100,0
12.5.2019. 5:10:00,10.8,80.8,10.7,13.8,100,0
12.5.2019. 5:00:00,10.7,81,10.8,13.8,100,0
12.5.2019. 4:50:00,10.7,81.4,10.7,13.9,100,0
12.5.2019. 4:40:00,10.7,81.8,10.7,13.9,100,0
12.5.2019. 4:30:00,10.6,82.2,10.7,13.9,100,0
12.5.2019. 4:20:00,10.7,82.6,10.7,13.9,100,0
12.5.2019. 4:10:00,10.8,82.1,10.8,13.9,100,0
12.5.2019. 4:00:00,10.8,82.6,10.8,13.9,100,0
12.5.2019. 3:50:00,10.8,82.3,10.8,14,100,0
12.5.2019. 3:40:00,10.8,82.6,10.8,14,100,0
12.5.2019. 3:30:00,10.9,82.2,10.9,14,100,0
12.5.2019. 3:20:00,10.9,82.1,10.9,14.1,100,0
12.5.2019. 3:10:00,11.1,81.5,11.1,14.1,100,0
12.5.2019. 3:00:00,11.2,81.3,11.2,14.1,100,0
12.5.2019. 2:50:00,11.4,80.9,11.3,14.1,100,0
12.5.2019. 2:40:00,11.4,81.4,11.4,14.1,100,0
12.5.2019. 2:30:00,11.6,81.3,11.6,14.1,100,0
12.5.2019. 2:20:00,11.7,81.4,11.6,14.2,100,0
12.5.2019. 2:10:00,11.5,82.7,11.3,14.2,100,0
12.5.2019. 2:00:00,11.5,83,11.3,14.2,100,0
12.5.2019. 1:50:00,11.7,83,11.4,14.2,100,0
12.5.2019. 1:40:00,12.2,82.2,11.9,14.2,100,0
12.5.2019. 1:30:00,12.6,81.3,12.2,14.3,100,0
12.5.2019. 1:20:00,12.9,80.8,12.5,14.3,100,0
12.5.2019. 1:10:00,13.2,80.4,12.9,14.3,100,0
12.5.2019. 1:00:00,13.6,81.7,13.2,14.4,100,0
12.5.2019. 0:50:00,13.4,82.1,13,14.4,100,0
12.5.2019. 0:40:00,12.6,84.5,12.2,14.4,100,0
12.5.2019. 0:30:00,12.4,85.3,11.9,14.4,100,0
12.5.2019. 0:20:00,11.9,86.1,11.8,14.4,100,0
12.5.2019. 0:10:00,11.5,86,10.9,14.5,100,0
12.5.2019. 0:00:00,11.2,85.5,10.2,14.5,100,0
11.5.2019. 23:50:00,11.6,85.3,10.6,14.5,100,0
11.5.2019. 23:40:00,11.5,85.9,10.5,14.6,100,0
11.5.2019. 23:30:00,11.5,85.4,10.6,14.6,100,0
11.5.2019. 23:20:00,11.9,84.9,11,14.6,100,0
11.5.2019. 23:10:00,12.2,84.4,11.2,14.6,100,0
11.5.2019. 23:00:00,12.6,84.5,11.6,14.6,100,0
11.5.2019. 22:50:00,12.5,85,11.6,14.6,100,0
11.5.2019. 22:40:00,13,84,11.8,14.7,100,0
11.5.2019. 22:30:00,13.8,82.5,12.6,14.7,0,0
11.5.2019. 22:20:00,14.6,80.2,13.7,14.7,100,0
11.5.2019. 22:10:00,15,80.3,14.2,14.7,100,0
11.5.2019. 22:00:00,15,80.9,14.4,14.7,100,0
11.5.2019. 21:50:00,14.9,82.7,14.6,14.7,100,0
11.5.2019. 21:40:00,14.9,83.7,13.9,14.8,100,0
11.5.2019. 21:30:00,15.2,83.2,14.1,14.8,100,0
11.5.2019. 21:20:00,15.3,83.3,14.6,14.7,100,0
11.5.2019. 21:10:00,15.1,84.6,14.2,14.8,100,0
11.5.2019. 21:00:00,15.2,84.5,14.4,14.8,0,0
11.5.2019. 20:50:00,15.4,84.1,14.6,14.8,0,0
11.5.2019. 20:40:00,15.8,83.2,14.9,14.8,100,0
11.5.2019. 20:30:00,16.3,82.6,15.6,14.8,100,0
11.5.2019. 20:20:00,16.6,81.8,16.1,14.8,100,0
11.5.2019. 20:10:00,16.8,81.3,16.3,14.8,100,0
11.5.2019. 20:00:00,17.1,80.9,16.6,14.8,0,0
11.5.2019. 19:50:00,17.6,80.2,17,14.8,0,0
11.5.2019. 19:40:00,18.1,78.9,17.8,14.8,0,0
11.5.2019. 19:30:00,18.7,77.8,18.5,14.8,0,0
11.5.2019. 19:20:00,19,77,18.9,14.8,0,0
11.5.2019. 19:10:00,19.1,77.5,19,14.8,0,0
11.5.2019. 19:00:00,19.3,77.3,19.2,14.8,0,0
11.5.2019. 18:50:00,19.5,75.8,19.4,14.7,0,0
11.5.2019. 18:40:00,19.8,74.1,19.6,14.7,0,0
11.5.2019. 18:30:00,20.1,72.6,20.1,14.7,0,0
11.5.2019. 18:20:00,20.7,70.6,20.6,14.7,0,0
11.5.2019. 18:10:00,21.3,67.7,21.2,14.7,0,0
11.5.2019. 18:00:00,21.4,65.1,21.8,14.6,0,0
11.5.2019. 17:50:00,22,62.1,22.5,14.6,0,0
11.5.2019. 17:40:00,23,61.2,23.4,14.6,0,0
11.5.2019. 17:30:00,22.7,59.9,23.1,14.5,0,0
11.5.2019. 17:20:00,22.2,66.2,22.9,14.5,0,0
11.5.2019. 17:10:00,21.7,67.8,22.1,14.4,0,0
11.5.2019. 17:00:00,21.9,67,22.4,14.4,0,0
11.5.2019. 16:50:00,22.1,67.1,22.8,14.4,0,0
11.5.2019. 16:40:00,22.5,66.4,23.6,14.3,0,0
11.5.2019. 16:30:00,22.5,63.4,23.4,14.3,0,0
11.5.2019. 16:20:00,22.4,66.3,23.5,14.2,0,0
11.5.2019. 16:10:00,22.6,67,23.7,14.2,0,0
11.5.2019. 16:00:00,22,66.6,22.8,14.1,0,0
11.5.2019. 15:50:00,22.1,66.4,22.9,14.1,0,0
11.5.2019. 15:40:00,22.6,67.7,24.2,14.1,0,0
11.5.2019. 15:30:00,22.6,67.3,24.1,14,0,0
11.5.2019. 15:20:00,22.6,69.7,24.3,14,0,0
11.5.2019. 15:10:00,23,64.4,24.9,13.9,0,0
11.5.2019. 15:00:00,23,64.9,25.3,13.9,0,0
11.5.2019. 14:50:00,22.8,68.1,25.4,13.8,0,0
11.5.2019. 14:40:00,22.1,64.4,23.8,13.8,0,0
11.5.2019. 14:30:00,21.9,70.6,23.9,13.7,0,0
11.5.2019. 14:20:00,22.6,67.3,25.9,13.6,0,0
11.5.2019. 14:10:00,22.2,68.1,25.2,13.6,0,0
11.5.2019. 14:00:00,22.1,67.2,25.1,13.6,0,0
